variable;localidad;year_start;year_end;mean;std;n;confidence_level;ci_lower;ci_upper
PM10;PUENTE ARANDA;2021;2022;31.48328443645877;17.05093122541571;34148;99%;31.245596673970645;31.720972198946896
PM10;PUENTE ARANDA;2021;2023;30.21384457307874;17.789470704827227;51331;95%;30.05994709754575;30.367742048611735
PM10;PUENTE ARANDA;2021;2023;30.21384457307874;17.789470704827227;51331;90%;30.084690454781395;30.34299869137609
PM10;PUENTE ARANDA;2021;2023;30.21384457307874;17.789470704827227;51331;99%;30.011586254129597;30.416102892027887
PM10;PUENTE ARANDA;2022;2022;31.933136612116854;16.036070728171104;17063;95%;31.692506946110353;32.17376627812335
PM10;PUENTE ARANDA;2022;2022;31.933136612116854;16.036070728171104;17063;90%;31.73119719179661;32.1350760324371
PM10;PUENTE ARANDA;2022;2022;31.933136612116854;16.036070728171104;17063;99%;31.616882679887286;32.24939054434642
PM10;PUENTE ARANDA;2022;2023;29.804671169101805;17.671193520223134;34246;95%;29.617506272841972;29.99183606536164
PM10;PUENTE ARANDA;2022;2023;29.804671169101805;17.671193520223134;34246;90%;29.647598739261774;29.961743598941837
PM10;PUENTE ARANDA;2022;2023;29.804671169101805;17.671193520223134;34246;99%;29.558689783609434;30.050652554594176
PM10;PUENTE ARANDA;2023;2023;27.691070176599585;18.92229593441055;17183;95%;27.40812452712681;27.97401582607236
PM10;PUENTE ARANDA;2023;2023;27.691070176599585;18.92229593441055;17183;90%;27.45361862697353;27.92852172622564
PM10;PUENTE ARANDA;2023;2023;27.691070176599585;18.92229593441055;17183;99%;27.319201445056567;28.062938908142602
PM10;SAN CRISTOBAL;2020;2020;25.900713436385256;17.59266144027045;1682;95%;25.059358101844694;26.74206877092582
PM10;SAN CRISTOBAL;2020;2020;25.900713436385256;17.59266144027045;1682;90%;25.19474512221414;26.606681750556373
PM10;SAN CRISTOBAL;2020;2020;25.900713436385256;17.59266144027045;1682;99%;24.79452528016495;27.006901592605562
PM10;SAN CRISTOBAL;2020;2021;21.85365031306011;16.91834002779573;9653;95%;21.516107277937596;22.191193348182626
PM10;SAN CRISTOBAL;2020;2021;21.85365031306011;16.91834002779573;9653;90%;21.570383603395477;22.136917022724745
PM10;SAN CRISTOBAL;2020;2021;21.85365031306011;16.91834002779573;9653;99%;21.41001146718556;22.297289158934664
PM10;SAN CRISTOBAL;2020;2022;23.50772378022257;17.074968788676543;18323;95%;23.26047257943129;23.75497498101385
PM10;SAN CRISTOBAL;2020;2022;23.50772378022257;17.074968788676543;18323;90%;23.300227247705305;23.715220312739834
PM10;SAN CRISTOBAL;2020;2022;23.50772378022257;17.074968788676543;18323;99%;23.18276823478179;23.83267932566335
PM10;SAN CRISTOBAL;2020;2023;22.772957187313487;16.76789348142255;26402;95%;22.57068876129378;22.975225613333194
PM10;SAN CRISTOBAL;2020;2023;22.772957187313487;16.76789348142255;26402;90%;22.603209999097224;22.94270437552975
PM10;SAN CRISTOBAL;2020;2023;22.772957187313487;16.76789348142255;26402;99%;22.507124383434515;23.03878999119246
PM10;SAN CRISTOBAL;2021;2021;20.99965957495537;16.648478347537896;7971;95%;20.634121861322495;21.365197288588245
PM10;SAN CRISTOBAL;2021;2021;20.99965957495537;16.648478347537896;7971;90%;20.692901586922098;21.306417562988642
PM10;SAN CRISTOBAL;2021;2021;20.99965957495537;16.648478347537896;7971;99%;20.519219484339324;21.480099665571416
PM10;SAN CRISTOBAL;2021;2022;23.26585077970183;17.00357864704694;16641;95%;23.007487787186815;23.524213772216843
PM10;SAN CRISTOBAL;2021;2022;23.26585077970183;17.00357864704694;16641;90%;23.049029421880277;23.48267213752338
PM10;SAN CRISTOBAL;2021;2022;23.26585077970183;17.00357864704694;16641;99%;22.92628999939621;23.605411560007447
PM10;SAN CRISTOBAL;2021;2023;22.560138173925996;16.68938137465067;24720;95%;22.352079722123293;22.7681966257287
PM10;SAN CRISTOBAL;2021;2023;22.560138173925996;16.68938137465067;24720;90%;22.385532022971592;22.7347443248804
PM10;SAN CRISTOBAL;2021;2023;22.560138173925996;16.68938137465067;24720;99%;22.286695292783214;22.833581055068777
PM10;SAN CRISTOBAL;2022;2022;25.349335219498144;17.06100302541858;8670;95%;24.9901621695793;25.70850826941699
PM10;SAN CRISTOBAL;2022;2022;25.349335219498144;17.06100302541858;8670;90%;25.047917569120347;25.65075286987594
PM10;SAN CRISTOBAL;2022;2022;25.349335219498144;17.06100302541858;8670;99%;24.877263784326058;25.82140665467023
PM10;SAN CRISTOBAL;2022;2023;23.302783998297297;16.658045799300357;16749;95%;23.05048873977379;23.555079256820804
PM10;SAN CRISTOBAL;2022;2023;23.302783998297297;16.658045799300357;16749;90%;23.091054733152507;23.514513263442087
PM10;SAN CRISTOBAL;2022;2023;23.302783998297297;16.658045799300357;16749;99%;22.971197996645877;23.634369999948717
PM10;SAN CRISTOBAL;2023;2023;21.106522197602736;15.925575437621516;8079;95%;20.75920243327026;21.45384196193521
PM10;SAN CRISTOBAL;2023;2023;21.106522197602736;15.925575437621516;8079;90%;20.81505251088164;21.397991884323833
PM10;SAN CRISTOBAL;2023;2023;21.106522197602736;15.925575437621516;8079;99%;20.65002718414882;21.563017211056653
PM10;SANTA FE;2020;2020;20.723389029901657;13.26398097316737;1282;95%;19.99663323543488;21.450144824368433
PM10;SANTA FE;2020;2020;20.723389029901657;13.26398097316737;1282;90%;20.11361163600414;21.333166423799174
PM10;SANTA FE;2020;2020;20.723389029901657;13.26398097316737;1282;99%;19.76774864771765;21.679029412085665
PM10;SANTA FE;2020;2021;19.500787392756692;13.777447710075494;8613;95%;19.2097822390356;19.791792546477783
PM10;SANTA FE;2020;2021;19.500787392756692;13.777447710075494;8613;90%;19.25657622301453;19.744998562498854
PM10;SANTA FE;2020;2021;19.500787392756692;13.777447710075494;8613;99%;19.118310773591045;19.88326401192234
PM10;SANTA FE;2020;2022;21.5249795803457;14.014791867513765;17119;95%;21.315024563601227;21.734934597090174
PM10;SANTA FE;2020;2022;21.5249795803457;14.014791867513765;17119;90%;21.34878269910843;21.70117646158297
PM10;SANTA FE;2020;2022;21.5249795803457;14.014791867513765;17119;99%;21.249040657907443;21.800918502783958
PM10;SANTA FE;2020;2023;21.37421594984101;14.42324965657893;23762;95%;21.190819113657913;21.557612786024105
PM10;SANTA FE;2020;2023;21.37421594984101;14.42324965657893;23762;90%;21.220306312658476;21.528125587023542
PM10;SANTA FE;2020;2023;21.37421594984101;14.42324965657893;23762;99%;21.133184566724857;21.61524733295716
PM10;SANTA FE;2021;2021;19.286986369864884;13.8550840212048;7331;95%;18.9697760093004;19.60419673042937
PM10;SANTA FE;2021;2021;19.286986369864884;13.8550840212048;7331;90%;19.020785358146735;19.553187381583033
PM10;SANTA FE;2021;2021;19.286986369864884;13.8550840212048;7331;99%;18.87006156280007;19.703911176929697
PM10;SANTA FE;2021;2022;21.58986807473664;14.072218157723619;15837;95%;21.370684812359286;21.809051337113992
PM10;SANTA FE;2021;2022;21.58986807473664;14.072218157723619;15837;90%;21.40592698117626;21.773809168297017
PM10;SANTA FE;2021;2022;21.58986807473664;14.072218157723619;15837;99%;21.301799735349803;21.877936414123475
PM10;SANTA FE;2021;2023;21.411331613157834;14.485956765055345;22480;95%;21.221957545758833;21.600705680556835
PM10;SANTA FE;2021;2023;21.411331613157834;14.485956765055345;22480;90%;21.252405893697553;21.570257332618116
PM10;SANTA FE;2021;2023;21.411331613157834;14.485956765055345;22480;99%;21.162444168530563;21.660219057785106
PM10;SANTA FE;2022;2022;23.574634801566507;13.95585302533574;8506;95%;23.278012637864663;23.87125696526835
PM10;SANTA FE;2022;2022;23.574634801566507;13.95585302533574;8506;90%;23.32570994719557;23.823559655937444
PM10;SANTA FE;2022;2022;23.574634801566507;13.95585302533574;8506;99%;23.1847751833809;23.964494419752114
PM10;SANTA FE;2022;2023;22.43935821415992;14.672002438111756;15149;95%;22.205700458258775;22.673015970061066
PM10;SANTA FE;2022;2023;22.43935821415992;14.672002438111756;15149;90%;22.243270120280805;22.635446308039036
PM10;SANTA FE;2022;2023;22.43935821415992;14.672002438111756;15149;99%;22.132265711584132;22.74645071673571
PM10;SANTA FE;2023;2023;20.985698323676647;15.420389060437548;6643;95%;20.614812320362663;21.35658432699063
PM10;SANTA FE;2023;2023;20.985698323676647;15.420389060437548;6643;90%;20.67445428731115;21.296942360042145
PM10;SANTA FE;2023;2023;20.985698323676647;15.420389060437548;6643;99%;20.498220229641714;21.47317641771158
PM10;SUBA;2020;2020;30.78933246754767;20.722263186080337;14730;95%;30.454660302950394;31.124004632144946
PM10;SUBA;2020;2020;30.78933246754767;20.722263186080337;14730;90%;30.508472148681907;31.070192786413433
PM10;SUBA;2020;2020;30.78933246754767;20.722263186080337;14730;99%;30.349477830648222;31.229187104447117
PM10;SUBA;2020;2021;27.06647677563242;17.153654221106972;43912;95%;26.906032175712127;27.226921375552713
PM10;SUBA;2020;2021;27.06647677563242;17.153654221106972;43912;90%;26.93182829360791;27.20112525765693
PM10;SUBA;2020;2021;27.06647677563242;17.153654221106972;43912;99%;26.855613474909784;27.277340076355056
PM10;SUBA;2020;2022;27.163031767725183;16.606371598629423;69001;95%;27.03912279150185;27.286940743948517
PM10;SUBA;2020;2022;27.163031767725183;16.606371598629423;69001;90%;27.05904450482951;27.267019030620855
PM10;SUBA;2020;2022;27.163031767725183;16.606371598629423;69001;99%;27.00018612113447;27.325877414315897
PM10;SUBA;2020;2023;26.95688143059415;16.313867199179253;94518;95%;26.85287664728208;27.060886213906223
PM10;SUBA;2020;2023;26.95688143059415;16.313867199179253;94518;90%;26.869598127225427;27.044164733962877
PM10;SUBA;2020;2023;26.95688143059415;16.313867199179253;94518;99%;26.820194965873927;27.093567895314376
PM10;SUBA;2021;2021;25.187316185477126;14.68014973508488;29182;95%;25.018878578090806;25.355753792863446
PM10;SUBA;2021;2021;25.187316185477126;14.68014973508488;29182;90%;25.045960264993994;25.32867210596026
PM10;SUBA;2021;2021;25.187316185477126;14.68014973508488;29182;99%;24.96594634795925;25.408686022995003
PM10;SUBA;2021;2022;26.178796922073083;15.150588034589878;54271;95%;26.05132828145132;26.306265562694847
PM10;SUBA;2021;2022;26.178796922073083;15.150588034589878;54271;90%;26.071822426439567;26.2857714177066
PM10;SUBA;2021;2022;26.178796922073083;15.150588034589878;54271;99%;26.011272575891116;26.34632126825505
PM10;SUBA;2021;2023;26.24935644219583;15.257559722381066;79788;95%;26.143486916264113;26.355225968127545
PM10;SUBA;2021;2023;26.24935644219583;15.257559722381066;79788;90%;26.16050825147451;26.338204632917147
PM10;SUBA;2021;2023;26.24935644219583;15.257559722381066;79788;99%;26.11021908235061;26.388493802041047
PM10;SUBA;2022;2022;27.332027057006442;15.601251681565948;25089;95%;27.138969497790445;27.52508461622244
PM10;SUBA;2022;2022;27.332027057006442;15.601251681565948;25089;90%;27.170009879950562;27.494044234062322
PM10;SUBA;2022;2022;27.332027057006442;15.601251681565948;25089;99%;27.0782993529765;27.585754761036384
PM10;SUBA;2022;2023;26.86178300765379;15.547998480611778;50606;95%;26.72631649135559;26.997249523951993
PM10;SUBA;2022;2023;26.86178300765379;15.547998480611778;50606;90%;26.748096561375792;26.97546945393179
PM10;SUBA;2022;2023;26.86178300765379;15.547998480611778;50606;99%;26.68374736992576;27.03981864538182
PM10;SUBA;2023;2023;26.39942642364279;15.481845720510329;25517;95%;26.209460098715525;26.589392748570056
PM10;SUBA;2023;2023;26.39942642364279;15.481845720510329;25517;90%;26.240003432543453;26.558849414742127
PM10;SUBA;2023;2023;26.39942642364279;15.481845720510329;25517;99%;26.14976151979365;26.64909132749193
PM10;TUNJELITO;2020;2020;36.35876318986376;24.955318356968938;8432;95%;35.826031834873504;36.89149454485401
PM10;TUNJELITO;2020;2020;36.35876318986376;24.955318356968938;8432;90%;35.9116960036745;36.80583037605302
PM10;TUNJELITO;2020;2020;36.35876318986376;24.955318356968938;8432;99%;35.658577506538066;37.05894887318945
PM10;TUNJELITO;2020;2021;35.46804590315717;24.792204466950746;17096;95%;35.096385125306;35.83970668100834
PM10;TUNJELITO;2020;2021;35.46804590315717;24.792204466950746;17096;90%;35.1561435276426;35.77994827867174
PM10;TUNJELITO;2020;2021;35.46804590315717;24.792204466950746;17096;99%;34.97958088920777;35.95651091710657
PM10;TUNJELITO;2020;2022;37.437503391456374;25.03923950970863;25667;95%;37.13116448963594;37.743842293276806
PM10;TUNJELITO;2020;2022;37.437503391456374;25.03923950970863;25667;90%;37.18041852542122;37.69458825749153
PM10;TUNJELITO;2020;2022;37.437503391456374;25.03923950970863;25667;99%;37.03489487511768;37.84011190779507
PM10;TUNJELITO;2020;2023;36.50280866964866;24.577068225873457;34039;95%;36.24170966687579;36.763907672421524
PM10;TUNJELITO;2020;2023;36.50280866964866;24.577068225873457;34039;90%;36.28368930728139;36.721928032015924
PM10;TUNJELITO;2020;2023;36.50280866964866;24.577068225873457;34039;99%;36.15965937348275;36.84595796581457
PM10;TUNJELITO;2021;2021;34.601179771865624;24.602914211541755;8664;95%;34.08305291573;35.11930662800125
PM10;TUNJELITO;2021;2021;34.601179771865624;24.602914211541755;8664;90%;34.166368262301475;35.03599128142977
PM10;TUNJELITO;2021;2021;34.601179771865624;24.602914211541755;8664;99%;33.92019075477913;35.28216878895212
PM10;TUNJELITO;2021;2022;37.965263030552926;25.064008431349354;17235;95%;37.591046061267456;38.339479999838396
PM10;TUNJELITO;2021;2022;37.965263030552926;25.064008431349354;17235;90%;37.65121542511868;38.27931063598717
PM10;TUNJELITO;2021;2022;37.965263030552926;25.064008431349354;17235;99%;37.473438636431126;38.457087424674725
PM10;TUNJELITO;2021;2023;36.55024067986252;24.451542252729983;25607;95%;36.25074157668546;36.849739783039574
PM10;TUNJELITO;2021;2023;36.55024067986252;24.451542252729983;25607;90%;36.29889589680038;36.801585462924656
PM10;TUNJELITO;2021;2023;36.55024067986252;24.451542252729983;25607;99%;36.15662140217033;36.94385995755471
PM10;TUNJELITO;2022;2022;41.365848417703404;25.0683257010513;8571;95%;40.83506296339741;41.896633872009396
PM10;TUNJELITO;2022;2022;41.365848417703404;25.0683257010513;8571;90%;40.92041398443525;41.81128285097156
PM10;TUNJELITO;2022;2022;41.365848417703404;25.0683257010513;8571;99%;40.66822123078304;42.06347560462377
PM10;TUNJELITO;2022;2023;37.54691563157621;24.31419766265923;16943;95%;37.18077838910054;37.913052874051886
PM10;TUNJELITO;2022;2023;37.54691563157621;24.31419766265923;16943;90%;37.23964872216781;37.85418254098462
PM10;TUNJELITO;2022;2023;37.54691563157621;24.31419766265923;16943;99%;37.065709892629044;38.02812137052338
PM10;TUNJELITO;2023;2023;33.63720792614188;22.867103938394415;8372;95%;33.147307918666186;34.12710793361758
PM10;TUNJELITO;2023;2023;33.63720792614188;22.867103938394415;8372;90%;33.226084828324865;34.0483310239589
PM10;TUNJELITO;2023;2023;33.63720792614188;22.867103938394415;8372;99%;32.99331645626729;34.28109939601648
PM10;USAQUEN;2020;2020;22.71102495402405;12.989466575556474;7201;95%;22.410959488231757;23.011090419816345
PM10;USAQUEN;2020;2020;22.71102495402405;12.989466575556474;7201;90%;22.459212010261673;22.96283789778643
PM10;USAQUEN;2020;2020;22.71102495402405;12.989466575556474;7201;99%;22.31663382665086;23.10541608139724
PM10;USAQUEN;2020;2021;21.497132135476672;12.393798655731093;17275;95%;21.3123015109592;21.681962759994146
PM10;USAQUEN;2020;2021;21.497132135476672;12.393798655731093;17275;90%;21.342019935817422;21.652244335135922
PM10;USAQUEN;2020;2021;21.497132135476672;12.393798655731093;17275;99%;21.25421369818384;21.740050572769505
PM10;USAQUEN;2020;2022;21.891237531852102;13.028798965625949;25821;95%;21.73231469675146;22.050160366952746
PM10;USAQUEN;2020;2022;21.891237531852102;13.028798965625949;25821;90%;21.7578667512382;22.024608312466004
PM10;USAQUEN;2020;2022;21.891237531852102;13.028798965625949;25821;99%;21.682371873304707;22.100103190399498
PM10;USAQUEN;2020;2023;21.42153752806331;13.357685308090273;34417;95%;21.28041119193374;21.56266386419288
PM10;USAQUEN;2020;2023;21.42153752806331;13.357685308090273;34417;90%;21.303101550555485;21.539973505571137
PM10;USAQUEN;2020;2023;21.42153752806331;13.357685308090273;34417;99%;21.23606231948196;21.607012736644663
PM10;USAQUEN;2021;2021;20.62942892063057;11.874662294890923;10074;95%;20.397518334877606;20.861339506383533
PM10;USAQUEN;2021;2021;20.62942892063057;11.874662294890923;10074;90%;20.43480890918404;20.8240489320771
PM10;USAQUEN;2021;2021;20.62942892063057;11.874662294890923;10074;99%;20.324625613502292;20.934232227758848
PM10;USAQUEN;2021;2022;21.574197294093764;13.030503265664617;18620;95%;21.387022365912966;21.761372222274563
PM10;USAQUEN;2021;2022;21.574197294093764;13.030503265664617;18620;90%;21.417117538563303;21.731277049624225
PM10;USAQUEN;2021;2022;21.574197294093764;13.030503265664617;18620;99%;21.328198513505072;21.820196074682457
PM10;USAQUEN;2021;2023;21.080355908635646;13.432965826722285;27216;95%;20.92075801027975;21.23995380699154
PM10;USAQUEN;2021;2023;21.080355908635646;13.432965826722285;27216;90%;20.94641852779594;21.21429328947535
PM10;USAQUEN;2021;2023;21.080355908635646;13.432965826722285;27216;99%;20.870603333416867;21.290108483854425
PM10;USAQUEN;2022;2022;22.68788751106875;14.193486964879243;8546;95%;22.386921626112212;22.98885339602529
PM10;USAQUEN;2022;2022;22.68788751106875;14.193486964879243;8546;90%;22.435317373150603;22.9404576489869
PM10;USAQUEN;2022;2022;22.68788751106875;14.193486964879243;8546;99%;22.292318958746456;23.083456063391047
PM10;USAQUEN;2022;2023;21.345356403161556;14.263264324124664;17142;95%;21.131822448279852;21.55889035804326
PM10;USAQUEN;2022;2023;21.345356403161556;14.263264324124664;17142;90%;21.16615602819833;21.524556778124783
PM10;USAQUEN;2022;2023;21.345356403161556;14.263264324124664;17142;99%;21.064713782176895;21.625999024146218
PM10;USAQUEN;2023;2023;20.010634340786627;14.207908363079765;8596;95%;19.71024037992486;20.311028301648395
PM10;USAQUEN;2023;2023;20.010634340786627;14.207908363079765;8596;90%;19.758544111999072;20.262724569574182
PM10;USAQUEN;2023;2023;20.010634340786627;14.207908363079765;8596;99%;19.61581767334142;20.405451008231832
PM10;USME;2020;2020;34.68681935478652;14.185587299002707;20061;95%;34.490508041812575;34.88313066776047
PM10;USME;2020;2020;34.68681935478652;14.185587299002707;20061;90%;34.52207203986438;34.85156666970866
PM10;USME;2020;2020;34.68681935478652;14.185587299002707;20061;99%;34.428813574084316;34.94482513548873
PM10;USME;2020;2021;34.70204691328156;15.425343927819789;28612;95%;34.52330466693219;34.880789159630936
PM10;USME;2020;2021;34.70204691328156;15.425343927819789;28612;90%;34.552043180415076;34.85205064614805
PM10;USME;2020;2021;34.70204691328156;15.425343927819789;28612;99%;34.46713404843487;34.936959778128255
PM10;USME;2020;2022;35.53969345306779;17.178235479675596;36952;95%;35.36453871326209;35.71484819287349
PM10;USME;2020;2022;35.53969345306779;17.178235479675596;36952;90%;35.39270009139849;35.686686814737094
PM10;USME;2020;2022;35.53969345306779;17.178235479675596;36952;99%;35.30949675440589;35.76989015172969
PM10;USME;2020;2023;34.96813304289119;17.512799076832952;45391;95%;34.8070201255287;35.12924596025368
PM10;USME;2020;2023;34.96813304289119;17.512799076832952;45391;90%;34.83292366632253;35.10334241945985
PM10;USME;2020;2023;34.96813304289119;17.512799076832952;45391;99%;34.75639151993182;35.17987456585056
PM10;USME;2021;2021;34.737771395911544;18.00269480971431;8551;95%;34.35614479314716;35.11939799867593
PM10;USME;2021;2021;34.737771395911544;18.00269480971431;8551;90%;34.417510893359776;35.05803189846331
PM10;USME;2021;2021;34.737771395911544;18.00269480971431;8551;99%;34.23618805005196;35.23935474177113
PM10;USME;2021;2022;36.552629767413926;20.117066294504028;16891;95%;36.24922934542933;36.856030189398524
PM10;USME;2021;2022;36.552629767413926;20.117066294504028;16891;90%;36.29801238805472;36.80724714677313
PM10;USME;2021;2022;36.552629767413926;20.117066294504028;16891;99%;36.153877535049084;36.95138199977877
PM10;USME;2021;2023;35.19092948572844;19.75159776440777;25330;95%;34.947679130917244;35.434179840539635
PM10;USME;2021;2023;35.19092948572844;19.75159776440777;25330;90%;34.98678964158409;35.39506932987279
PM10;USME;2021;2023;35.19092948572844;19.75159776440777;25330;99%;34.87123551501389;35.510623456442985
PM10;USME;2022;2022;38.41340362049748;21.921297193002477;8340;95%;37.942865995835874;38.88394124515909
PM10;USME;2022;2022;38.41340362049748;21.921297193002477;8340;90%;38.01852944668776;38.80827779430721
PM10;USME;2022;2022;38.41340362049748;21.921297193002477;8340;99%;37.79496056033154;39.03184668066343
PM10;USME;2022;2023;35.421870234642206;20.582487007300045;16779;95%;35.11041600362212;35.73332446566229
PM10;USME;2022;2023;35.421870234642206;20.582487007300045;16779;90%;35.16049402866206;35.683246440622355
PM10;USME;2022;2023;35.421870234642206;20.582487007300045;16779;99%;35.01253295234596;35.831207516938456
PM10;USME;2023;2023;32.46543126817309;18.70468435736293;8439;95%;32.06630043206035;32.86456210428583
PM10;USME;2023;2023;32.46543126817309;18.70468435736293;8439;90%;32.13048138557663;32.80038115076955
PM10;USME;2023;2023;32.46543126817309;18.70468435736293;8439;99%;31.940841011953978;32.990021524392205
PM25;TODAS;2020;2020;18.644831183350096;12.570991169231325;125720;95%;18.57534161605708;18.71432075064311
PM25;TODAS;2020;2020;18.644831183350096;12.570991169231325;125720;90%;18.58651383185203;18.70314853484816
PM25;TODAS;2020;2020;18.644831183350096;12.570991169231325;125720;99%;18.553505904190356;18.736156462509836
PM25;TODAS;2020;2021;16.83555614110927;12.120452637648622;282854;95%;16.79088905458557;16.880223227632968
PM25;TODAS;2020;2021;16.83555614110927;12.120452637648622;282854;90%;16.79807037805958;16.873041904158956
PM25;TODAS;2020;2021;16.83555614110927;12.120452637648622;282854;99%;16.77685349384152;16.894258788377016
PM25;TODAS;2020;2022;16.76157104071376;11.77753798710634;419384;95%;16.725926097324855;16.797215984102667
PM25;TODAS;2020;2022;16.76157104071376;11.77753798710634;419384;90%;16.731656881485726;16.791485199941796
PM25;TODAS;2020;2022;16.76157104071376;11.77753798710634;419384;99%;16.714725566347518;16.808416515080005
PM25;TODAS;2020;2023;16.314294601606555;11.61159588580587;561003;95%;16.28390966399216;16.34467953922095
PM25;TODAS;2020;2023;16.314294601606555;11.61159588580587;561003;90%;16.288794771030737;16.339794432182373
PM25;TODAS;2020;2023;16.314294601606555;11.61159588580587;561003;99%;16.274361974915088;16.354227228298022
PM25;TODAS;2021;2021;15.387988725333457;11.545186379009273;157134;95%;15.330904343608795;15.44507310705812
PM25;TODAS;2021;2021;15.387988725333457;11.545186379009273;157134;90%;15.340082088594645;15.43589536207227
PM25;TODAS;2021;2021;15.387988725333457;11.545186379009273;157134;99%;15.312966797436513;15.463010653230402
PM25;TODAS;2021;2022;15.955331715729292;11.32571057112862;293664;95%;15.914368882719424;15.99629454873916
PM25;TODAS;2021;2022;15.955331715729292;11.32571057112862;293664;90%;15.920954655833377;15.989708775625207
PM25;TODAS;2021;2022;15.955331715729292;11.32571057112862;293664;99%;15.901497299700335;16.00916613175825
PM25;TODAS;2021;2023;15.64118065261982;11.22972862491127;435283;95%;15.607820140652601;15.674541164587039
PM25;TODAS;2021;2023;15.64118065261982;11.22972862491127;435283;90%;15.613183646685199;15.66917765855444
PM25;TODAS;2021;2023;15.64118065261982;11.22972862491127;435283;99%;15.597337437718332;15.685023867521307
PM25;TODAS;2022;2022;16.608293507664104;11.031713760235597;136530;95%;16.549776665612875;16.666810349715334
PM25;TODAS;2022;2022;16.608293507664104;11.031713760235597;136530;90%;16.559184727889903;16.657402287438305
PM25;TODAS;2022;2022;16.608293507664104;11.031713760235597;136530;99%;16.53138894783505;16.685198067493157
PM25;TODAS;2022;2023;15.784215717646893;11.044992558863477;278149;95%;15.743169167941213;15.825262267352572
PM25;TODAS;2022;2023;15.784215717646893;11.044992558863477;278149;90%;15.749768402411163;15.818663032882622
PM25;TODAS;2022;2023;15.784215717646893;11.044992558863477;278149;99%;15.730271271812372;15.838160163481414
PM25;TODAS;2023;2023;14.989750704682178;10.999520677539413;141619;95%;14.932462554191973;15.047038855172383
PM25;TODAS;2023;2023;14.989750704682178;10.999520677539413;141619;90%;14.941673069632852;15.037828339731504
PM25;TODAS;2023;2023;14.989750704682178;10.999520677539413;141619;99%;14.914460941383194;15.065040467981163
PM25;BARRIOS UNIDOS;2020;2020;17.168809258370935;10.281114794118128;30513;95%;17.05344717967643;17.28417133706544
PM25;BARRIOS UNIDOS;2020;2020;17.168809258370935;10.281114794118128;30513;90%;17.071995251102518;17.265623265639352
PM25;BARRIOS UNIDOS;2020;2020;17.168809258370935;10.281114794118128;30513;99%;17.01719431708886;17.320424199653008
PM25;BARRIOS UNIDOS;2020;2021;16.00126488823606;10.249890484434973;41618;95%;15.902786860044984;16.09974291642714
PM25;BARRIOS UNIDOS;2020;2021;16.00126488823606;10.249890484434973;41618;90%;15.918620085680077;16.083909690792048
PM25;BARRIOS UNIDOS;2020;2021;16.00126488823606;10.249890484434973;41618;99%;15.87184064903744;16.130689127434685
PM25;BARRIOS UNIDOS;2020;2022;15.857830695711245;10.178476840697154;50134;95%;15.768731211322631;15.946930180099859
PM25;BARRIOS UNIDOS;2020;2022;15.857830695711245;10.178476840697154;50134;90%;15.783056474841407;15.932604916581083
PM25;BARRIOS UNIDOS;2020;2022;15.857830695711245;10.178476840697154;50134;99%;15.740732493004163;15.974928898418327
PM25;BARRIOS UNIDOS;2020;2023;15.543601572151656;10.174140138523043;58726;95%;15.46131299611295;15.625890148190363
PM25;BARRIOS UNIDOS;2020;2023;15.543601572151656;10.174140138523043;58726;90%;15.474543156138848;15.612659988164465
PM25;BARRIOS UNIDOS;2020;2023;15.543601572151656;10.174140138523043;58726;99%;15.435454765424346;15.651748378878967
PM25;BARRIOS UNIDOS;2021;2021;12.793225143443143;9.448272717104691;11105;95%;12.617477879879146;12.96897240700714
PM25;BARRIOS UNIDOS;2021;2021;12.793225143443143;9.448272717104691;11105;90%;12.645737162742513;12.940713124143773
PM25;BARRIOS UNIDOS;2021;2021;12.793225143443143;9.448272717104691;11105;99%;12.562239558787866;13.02421072809842
PM25;BARRIOS UNIDOS;2021;2022;13.819102349427403;9.670133308562097;19621;95%;13.683787089584223;13.954417609270584
PM25;BARRIOS UNIDOS;2021;2022;13.819102349427403;9.670133308562097;19621;90%;13.705543847314857;13.93266085153995
PM25;BARRIOS UNIDOS;2021;2022;13.819102349427403;9.670133308562097;19621;99%;13.641261622938327;13.99694307591648
PM25;BARRIOS UNIDOS;2021;2023;13.78590256355247;9.757246871683563;28213;95%;13.672043034627531;13.89976209247741
PM25;BARRIOS UNIDOS;2021;2023;13.78590256355247;9.757246871683563;28213;90%;13.690349596571801;13.88145553053314
PM25;BARRIOS UNIDOS;2021;2023;13.78590256355247;9.757246871683563;28213;99%;13.636262073347364;13.935543053757577
PM25;BARRIOS UNIDOS;2022;2022;15.156862609227224;9.792415501561237;8516;95%;14.94885374896586;15.364871469488588
PM25;BARRIOS UNIDOS;2022;2022;15.156862609227224;9.792415501561237;8516;90%;14.98230189322048;15.331423325233967
PM25;BARRIOS UNIDOS;2022;2022;15.156862609227224;9.792415501561237;8516;99%;14.883470203190427;15.43025501526402
PM25;BARRIOS UNIDOS;2022;2023;14.430260919310832;9.899810322177078;17108;95%;14.281904592343881;14.578617246277783
PM25;BARRIOS UNIDOS;2022;2023;14.430260919310832;9.899810322177078;17108;90%;14.305758431826405;14.55476340679526
PM25;BARRIOS UNIDOS;2022;2023;14.430260919310832;9.899810322177078;17108;99%;14.235279695670707;14.625242142950958
