variable,localidad,year_start,year_end,mean,std,n
O3,PUENTE ARANDA,2023,2023,21.970470717299577,20.347573755834297,17369
O3,SAN CRISTOBAL,2020,2020,26.108706333567913,16.119757361255907,8713
O3,SAN CRISTOBAL,2020,2021,25.262589748085805,16.54510059508162,17319
O3,SAN CRISTOBAL,2020,2022,23.833425831152088,16.517667739279748,26058
O3,SAN CRISTOBAL,2020,2023,22.372256767786695,16.165884985768372,34793
O3,SAN CRISTOBAL,2021,2021,24.422092252126294,16.916145753590094,8606
O3,SAN CRISTOBAL,2021,2022,22.697051772011015,16.596926372715256,17345
O3,SAN CRISTOBAL,2021,2023,20.846393706293707,15.935072410625315,26080
O3,SAN CRISTOBAL,2022,2022,20.95270417059378,16.081670255956002,8739
O3,SAN CRISTOBAL,2022,2023,18.350239121594143,14.706850288701036,17474
O3,SAN CRISTOBAL,2023,2023,12.547842658261098,8.554437916358529,8735
O3,SANTA FE,2020,2020,27.031476800000004,21.62837667234194,8754
O3,SANTA FE,2020,2021,26.70557857794538,20.69283753720156,17477
O3,SANTA FE,2020,2022,25.72783743476264,20.307949006953006,26221
O3,SANTA FE,2020,2023,25.69390324749877,20.38039496457475,34958
O3,SANTA FE,2021,2021,26.405969834228344,19.790330998165103,8723
O3,SANTA FE,2021,2022,25.08923579248569,19.59781422697411,17467
O3,SANTA FE,2021,2023,25.05601844607279,19.726257549439236,26204
O3,SANTA FE,2022,2022,23.587352463382157,19.26765176761744,8744
O3,SANTA FE,2022,2023,23.600917956461558,19.554100743007083,17481
O3,SANTA FE,2023,2023,23.834045766590393,23.972982879963816,8737
O3,SUBA,2020,2020,28.3265906377709,24.001937511195496,17328
O3,SUBA,2020,2021,24.106668236306895,21.58717158729716,51185
O3,SUBA,2020,2022,22.123754127913653,21.049569233005695,76955
O3,SUBA,2020,2023,21.234751077087797,20.124398343342236,102886
O3,SUBA,2021,2021,21.858548599703116,19.820038329640422,33857
O3,SUBA,2021,2022,20.252078748925676,19.693819571017354,59627
O3,SUBA,2021,2023,19.752120541100325,18.881597209407957,85558
O3,SUBA,2022,2022,18.15356823372258,19.32803505400074,25770
O3,SUBA,2022,2023,18.391592862469373,18.120354940402514,51701
O3,SUBA,2023,2023,18.6243911412677,16.85285983660281,25931
O3,TUNJELITO,2020,2020,25.77090181577203,18.05463916820496,8748
O3,TUNJELITO,2020,2021,25.752257553866446,18.467541617940512,17475
O3,TUNJELITO,2020,2022,25.764521534430525,19.02423988609958,26129
O3,TUNJELITO,2020,2023,26.0462736716941,18.87106818886714,34865
O3,TUNJELITO,2021,2021,25.735459016001908,18.8328772848195,8727
O3,TUNJELITO,2021,2022,25.761669853681653,19.442495584568206,17381
O3,TUNJELITO,2021,2023,26.131379175029696,19.115895683788075,26117
O3,TUNJELITO,2022,2022,25.787470906312446,20.0255401823418,8654
O3,TUNJELITO,2022,2023,26.338090030550532,19.259357168298777,17390
O3,TUNJELITO,2023,2023,26.95998552841211,18.337027403558654,8736
O3,USAQUEN,2020,2020,33.53020938752146,21.634972510624902,8754
O3,USAQUEN,2020,2021,32.955233058912825,20.156577813482333,18977
O3,USAQUEN,2020,2022,33.1505395638379,20.8533122506463,27718
O3,USAQUEN,2020,2023,33.655746189496945,20.9384237822884,36456
O3,USAQUEN,2021,2021,32.55894796330999,19.062046729987383,10223
O3,USAQUEN,2021,2022,33.00241088716431,20.538996667499603,18964
O3,USAQUEN,2021,2023,33.690023186027425,20.744472394403477,27702
O3,USAQUEN,2022,2022,33.58093257848687,22.307340421128053,8741
O3,USAQUEN,2022,2023,34.43209460333894,21.74644339215254,17479
O3,USAQUEN,2023,2023,35.29322858630565,21.130440025425177,8738
O3,USME,2020,2020,21.591842488734457,21.51010722820966,20070
O3,USME,2020,2021,21.50691015389626,20.470081715714866,28697
O3,USME,2020,2022,22.375082596045754,20.70855139752024,37142
O3,USME,2020,2023,23.120322796783856,20.526078731477085,45738
O3,USME,2021,2021,21.252251408106787,16.972962022397144,8627
O3,USME,2021,2022,23.594876249260167,19.332174306068005,17072
O3,USME,2021,2023,24.553851937471357,19.449935226397027,25668
O3,USME,2022,2022,26.126675052779735,21.307858938784378,8445
O3,USME,2022,2023,26.05664773266153,20.30193965346573,17041
O3,USME,2023,2023,26.005695954941118,19.5387404585128,8596
PM10,ALL,2020,2020,32.8379416389519,22.47198225057129,154198
PM10,ALL,2020,2021,32.14247132924336,22.38968911519587,333080
PM10,ALL,2020,2022,32.77050905498258,22.341567286745732,497638
PM10,ALL,2020,2023,32.461736329811984,22.538972427417505,663781
PM10,ALL,2021,2021,31.52506686267364,22.298280022377572,178882
PM10,ALL,2021,2022,32.738591545585074,22.2795384348527,343440
PM10,ALL,2021,2023,32.343759387668726,22.55867165657076,509583
PM10,ALL,2022,2022,34.12458290124371,22.17710997142461,164558
PM10,ALL,2022,2023,32.79092130965032,22.687199686839172,330701
PM10,ALL,2023,2023,31.568574957003015,23.077320449377286,166143
PM10,BARRIOS UNIDOS,2020,2020,26.01212254124633,14.1013172696915,30580
PM10,BARRIOS UNIDOS,2020,2021,25.113602263254943,14.25989084264057,41762
PM10,BARRIOS UNIDOS,2020,2022,25.18993572889278,14.326505759005903,50508
PM10,BARRIOS UNIDOS,2020,2023,25.073776028028103,14.5242122678871,59228
PM10,BARRIOS UNIDOS,2021,2021,22.437095477386933,14.3941973616499,11182
PM10,BARRIOS UNIDOS,2021,2022,23.85706940874036,14.586482462017816,19928
PM10,BARRIOS UNIDOS,2021,2023,23.9930403357426,14.923852917601259,28648
PM10,BARRIOS UNIDOS,2022,2022,25.55258610344414,14.634275873345782,8746
PM10,BARRIOS UNIDOS,2022,2023,24.973884946781553,15.166927716007214,17466
PM10,BARRIOS UNIDOS,2023,2023,24.326680982418463,15.717060605275146,8720
PM10,BOSA,2020,2020,37.57970852017937,20.16215511420771,1784
PM10,BOSA,2020,2021,32.74676923076923,18.950173959419306,6837
PM10,BOSA,2020,2022,32.74676923076923,18.950173959419306,6837
PM10,BOSA,2020,2023,32.74676923076923,18.950173959419306,6837
PM10,BOSA,2021,2021,31.036401507637372,18.19936174488818,5053
PM10,BOSA,2021,2022,31.036401507637372,18.19936174488818,5053
PM10,BOSA,2021,2023,31.036401507637372,18.19936174488818,5053
PM10,BOSA,2022,2022,,,0
PM10,BOSA,2022,2023,,,0
PM10,BOSA,2023,2023,,,0
PM10,CHAPINERO,2020,2020,39.95654156436338,24.972289639208913,8701
PM10,CHAPINERO,2020,2021,37.31262582686224,23.03030252193115,18273
PM10,CHAPINERO,2020,2022,36.561231134773614,22.141849200018076,23955
PM10,CHAPINERO,2020,2023,35.93789938687688,22.059330102658155,27702
PM10,CHAPINERO,2021,2021,34.75223052536232,20.660421409121216,9572
PM10,CHAPINERO,2021,2022,34.5124029913927,19.96685788459316,15254
PM10,CHAPINERO,2021,2023,33.996667796227264,20.221178140182904,19001
PM10,CHAPINERO,2022,2022,34.1158929239985,18.75920704205801,5682
PM10,CHAPINERO,2022,2023,33.244681090827136,19.746806699796227,9429
PM10,CHAPINERO,2023,2023,31.927010192525486,21.087527424175963,3747
PM10,CIUDAD BOLIVAR,2020,2020,43.7908890115958,23.03006945852466,1827
PM10,CIUDAD BOLIVAR,2020,2021,38.04097479976558,23.75186488222682,10462
PM10,CIUDAD BOLIVAR,2020,2022,40.03774424663482,24.377034360093447,19108
PM10,CIUDAD BOLIVAR,2020,2023,36.85359535785909,25.288450982431925,31389
PM10,CIUDAD BOLIVAR,2021,2021,36.805292512163284,23.724218992656652,8635
PM10,CIUDAD BOLIVAR,2021,2022,39.628610124601224,24.485303620801353,17281
PM10,CIUDAD BOLIVAR,2021,2023,36.41440641823394,25.36125135705589,29562
PM10,CIUDAD BOLIVAR,2022,2022,42.535047642316144,24.914253083305802,8646
PM10,CIUDAD BOLIVAR,2022,2023,36.2511675504237,26.01325051838178,20927
PM10,CIUDAD BOLIVAR,2023,2023,31.962012007004088,25.876506293312108,12281
PM10,ENGATIVÁ,2020,2020,29.14815573770492,23.98423925491231,10461
PM10,ENGATIVÁ,2020,2021,27.095977620340328,19.63509086529923,32149
PM10,ENGATIVÁ,2020,2022,28.553963877914295,19.075997945774073,49350
PM10,ENGATIVÁ,2020,2023,28.401825819739123,18.469793229642903,65197
PM10,ENGATIVÁ,2021,2021,26.116360168248068,17.088967260516252,21688
PM10,ENGATIVÁ,2021,2022,28.394229603922216,17.52059196625925,38889
PM10,ENGATIVÁ,2021,2023,28.260159866194716,17.22148904364001,54736
PM10,ENGATIVÁ,2022,2022,31.33075662042875,17.633361230042237,17201
PM10,ENGATIVÁ,2022,2023,29.67537776055792,17.16257158443689,33048
PM10,ENGATIVÁ,2023,2023,27.93806246691371,16.476842181338835,15847
PM10,FONTIBÓN,2020,2020,,,0
PM10,FONTIBÓN,2020,2021,46.94248285563567,26.811492042542557,5807
PM10,FONTIBÓN,2020,2022,47.358375902765545,27.17834893860299,31954
PM10,FONTIBÓN,2020,2023,46.491957742478206,28.028399641769518,58479
PM10,FONTIBÓN,2021,2021,46.94248285563567,26.811492042542557,5807
PM10,FONTIBÓN,2021,2022,47.358375902765545,27.17834893860299,31954
PM10,FONTIBÓN,2021,2023,46.491957742478206,28.028399641769518,58479
PM10,FONTIBÓN,2022,2022,47.497332706656486,27.29919171561287,26147
PM10,FONTIBÓN,2022,2023,46.42803218562875,28.196552860958224,52672
PM10,FONTIBÓN,2023,2023,45.63872804544864,28.816177836264643,26525
PM10,KENNEDY,2020,2020,52.21312766461393,30.103381394162263,17525
PM10,KENNEDY,2020,2021,53.20244253669344,29.43703632888668,38344
PM10,KENNEDY,2020,2022,52.64860437026463,28.887335280460523,50135
PM10,KENNEDY,2020,2023,52.489354415105055,28.723430671388414,62316
PM10,KENNEDY,2021,2021,54.071631463947554,28.811662741386172,20819
PM10,KENNEDY,2021,2022,52.905326910322195,28.14322415196204,32610
PM10,KENNEDY,2021,2023,52.607561321710925,28.111777444875205,44791
PM10,KENNEDY,2022,2022,50.526684350132626,26.5714796194851,11791
PM10,KENNEDY,2022,2023,51.21726608042684,27.358915009512835,23972
PM10,KENNEDY,2023,2023,51.81897938430249,28.014337110157737,12181
PM10,PUENTE ARANDA,2020,2020,33.83241152581706,21.13195654991641,10953
PM10,PUENTE ARANDA,2020,2021,32.15032638861744,19.874993682688284,28316
PM10,PUENTE ARANDA,2020,2022,32.31358755029712,19.42802491917237,45568
PM10,PUENTE ARANDA,2020,2023,30.956989049753805,19.472105752713116,62937
PM10,PUENTE ARANDA,2021,2021,31.00892329899613,18.89029810846637,17363
PM10,PUENTE ARANDA,2021,2022,31.73578076144933,18.707218670542208,34615
PM10,PUENTE ARANDA,2021,2023,30.282452479245112,18.999148912868684,51984
PM10,PUENTE ARANDA,2022,2022,32.66327863362357,18.430171989302753,17252
PM10,PUENTE ARANDA,2022,2023,29.898602877448432,19.045552610806652,34621
PM10,PUENTE ARANDA,2023,2023,27.944796165907345,19.23102894412749,17369
PM10,SAN CRISTOBAL,2020,2020,23.545124167171412,19.964289482092862,8713
PM10,SAN CRISTOBAL,2020,2021,22.034905717947154,18.450377191908547,17319
PM10,SAN CRISTOBAL,2020,2022,23.11676888315042,18.122794501433383,26058
PM10,SAN CRISTOBAL,2020,2023,22.48235116804823,17.65039400498032,34793
PM10,SAN CRISTOBAL,2021,2021,20.501844564682735,16.635984857220294,8606
PM10,SAN CRISTOBAL,2021,2022,22.902837437231533,17.12576966869435,17345
PM10,SAN CRISTOBAL,2021,2023,22.13029695024077,16.799447445669674,26080
PM10,SAN CRISTOBAL,2022,2022,25.228057639633203,17.272816760997397,8739
PM10,SAN CRISTOBAL,2022,2023,22.919108887300453,16.82196847374535,17474
PM10,SAN CRISTOBAL,2023,2023,20.608509116910977,16.029802965994676,8735
PM10,SANTA FE,2020,2020,20.38404915912031,15.683714834770928,8754
PM10,SANTA FE,2020,2021,19.85841526141025,14.85319735493894,17477
PM10,SANTA FE,2020,2022,21.212880096751903,14.846044093710411,26221
PM10,SANTA FE,2020,2023,20.976572008113596,14.961287689833673,34958
PM10,SANTA FE,2021,2021,19.325822519334118,13.942219107622417,8723
PM10,SANTA FE,2021,2022,21.628316690442222,14.390439431783669,17467
PM10,SANTA FE,2021,2023,21.17714135575407,14.70365617962852,26204
PM10,SANTA FE,2022,2022,23.882355960477348,14.466215438390542,8744
PM10,SANTA FE,2022,2023,22.105905175248243,14.985706175030058,17481
PM10,SANTA FE,2023,2023,20.238643107634203,15.293110658392198,8737
PM10,SUBA,2020,2020,29.9903003003003,20.88159104822469,17328
PM10,SUBA,2020,2021,26.878517310210125,17.4511001023938,51185
PM10,SUBA,2020,2022,27.022636697401982,16.87921833369184,76955
PM10,SUBA,2020,2023,26.849970464178746,16.558115453678777,102886
PM10,SUBA,2021,2021,25.14807454660833,14.934766638921364,33857
PM10,SUBA,2021,2022,26.119514914461178,15.343611717442796,59627
PM10,SUBA,2021,2023,26.19510414187844,15.42515741501971,85558
PM10,SUBA,2022,2022,27.293706350167536,15.744185883456204,25770
PM10,SUBA,2022,2023,26.823317702697285,15.678666234367721,51701
PM10,SUBA,2023,2023,26.35966734312204,15.600254850657127,25931
PM10,TUNJELITO,2020,2020,36.408870408870406,25.01136763328714,8748
PM10,TUNJELITO,2020,2021,35.57323247017748,24.965535003681275,17475
PM10,TUNJELITO,2020,2022,37.523755345443135,25.304786691952202,26129
PM10,TUNJELITO,2020,2023,36.65632081097198,25.005527526314232,34865
PM10,TUNJELITO,2021,2021,34.724756655330125,24.891688911271327,8727
PM10,TUNJELITO,2021,2022,38.097261006476145,25.436117344855283,17381
PM10,TUNJELITO,2021,2023,36.74242424242424,25.003423419773547,26117
PM10,TUNJELITO,2022,2022,41.560332369942195,25.52518050150062,8654
PM10,TUNJELITO,2022,2023,37.79437480892693,24.99773192901438,17390
PM10,TUNJELITO,2023,2023,33.91007328282201,23.827691216370575,8736
PM10,USAQUEN,2020,2020,23.640197351337317,17.131250986913557,8754
PM10,USAQUEN,2020,2021,22.285911358966832,15.409098105541183,18977
PM10,USAQUEN,2020,2022,22.529036486781735,15.077917336480787,27718
PM10,USAQUEN,2020,2023,21.748561728164756,14.905702495024585,36456
PM10,USAQUEN,2021,2021,21.46717425431711,14.206437001392894,10223
PM10,USAQUEN,2021,2022,22.233049733693022,14.46820825606706,18964
PM10,USAQUEN,2021,2023,21.43117375392123,14.475083869664251,27702
PM10,USAQUEN,2022,2022,22.836317546679854,14.643810642997838,8741
PM10,USAQUEN,2022,2023,21.41734410806899,14.577368715182283,17479
PM10,USAQUEN,2023,2023,20.066521483225426,14.38521808993237,8738
PM10,USME,2020,2020,34.6832719010351,14.269239295128692,20070
PM10,USME,2020,2021,34.71872677730988,15.532565874759463,28697
PM10,USME,2020,2022,35.554072614845815,17.29552433870986,37142
PM10,USME,2020,2023,34.9563235556348,17.651970035682535,45738
PM10,USME,2021,2021,34.80178613674001,18.151741813618113,8627
PM10,USME,2021,2022,36.58406593406594,20.252975738571575,17072
PM10,USME,2021,2023,35.17212578315176,19.92082093856704,25668
PM10,USME,2022,2022,38.40160434258142,22.045018178180833,8445
PM10,USME,2022,2023,35.36067449563384,20.761667460227763,17041
PM10,USME,2023,2023,32.328887552615754,18.91862796685869,8596
PM25,ALL,2020,2020,17.994459045562277,12.915522110197553,154198
PM25,ALL,2020,2021,16.907017971472214,12.753568337346564,333080
PM25,ALL,2020,2022,17.0869784561507,12.529111399557689,497638
PM25,ALL,2020,2023,16.705571673224398,12.401801696979634,663781
PM25,ALL,2021,2021,15.795396609416438,12.488412495131604,178882
PM25,ALL,2021,2022,16.64228460941998,12.310964218789882,343440
PM25,ALL,2021,2023,16.294057672167618,12.204620162280833,509583
PM25,ALL,2022,2022,17.422062732113293,12.092992785880227,164558
PM25,ALL,2022,2023,16.520546118992137,12.066737342899069,330701
PM25,ALL,2023,2023,15.642932845479887,11.976149338463385,166143
PM25,BARRIOS UNIDOS,2020,2020,17.21554662326014,10.295512890641268,30580
PM25,BARRIOS UNIDOS,2020,2021,16.084633662396197,10.291323350585955,41762
PM25,BARRIOS UNIDOS,2020,2022,15.954038668753938,10.238927436155944,50508
PM25,BARRIOS UNIDOS,2020,2023,15.656995241568545,10.23891944378237,59228
PM25,BARRIOS UNIDOS,2021,2021,12.908899253731345,9.591713093704714,11182
PM25,BARRIOS UNIDOS,2021,2022,13.96414273737162,9.82537248119555,19928
PM25,BARRIOS UNIDOS,2021,2023,13.949616070453802,9.898980350269314,28648
PM25,BARRIOS UNIDOS,2022,2022,15.316630798660928,9.955290082587819,8746
PM25,BARRIOS UNIDOS,2022,2023,14.61531714302763,10.03445591009831,17466
PM25,BARRIOS UNIDOS,2023,2023,13.916593210244192,10.064820168454462,8720
PM25,BOSA,2020,2020,15.633801235261087,9.5173326557167,1784
PM25,BOSA,2020,2021,16.101388460351746,9.310144204501876,6837
PM25,BOSA,2020,2022,16.101388460351746,9.310144204501876,6837
PM25,BOSA,2020,2023,16.101388460351746,9.310144204501876,6837
PM25,BOSA,2021,2021,16.671780821917807,9.021455552993016,5053
PM25,BOSA,2021,2022,16.671780821917807,9.021455552993016,5053
PM25,BOSA,2021,2023,16.671780821917807,9.021455552993016,5053
PM25,BOSA,2022,2022,,,0
PM25,BOSA,2022,2023,,,0
PM25,BOSA,2023,2023,,,0
PM25,CHAPINERO,2020,2020,21.750786071969255,15.267295821757793,8701
PM25,CHAPINERO,2020,2021,19.56551822000227,14.120663772961816,18273
PM25,CHAPINERO,2020,2022,19.263591433278417,13.692096017360125,23955
PM25,CHAPINERO,2020,2023,18.503132944519216,13.37336138320247,27702
PM25,CHAPINERO,2021,2021,17.487686856383565,12.590311321731512,9572
PM25,CHAPINERO,2021,2022,17.788521306720078,12.433379290675466,15254
PM25,CHAPINERO,2021,2023,16.96755685259622,12.077459583179952,19001
PM25,CHAPINERO,2022,2022,18.28720631424376,12.153531772595002,5682
PM25,CHAPINERO,2022,2023,16.453066812705366,11.525403790622144,9429
PM25,CHAPINERO,2023,2023,13.739217816404127,9.925524311450182,3747
PM25,CIUDAD BOLIVAR,2020,2020,22.644161593801883,12.685606197516053,1827
PM25,CIUDAD BOLIVAR,2020,2021,18.260646795246444,12.614807871050001,10462
PM25,CIUDAD BOLIVAR,2020,2022,18.906863836327975,12.35798453137851,19108
PM25,CIUDAD BOLIVAR,2020,2023,17.110814254300866,12.399138997923428,31389
PM25,CIUDAD BOLIVAR,2021,2021,17.324246364818535,12.401111214743498,8635
PM25,CIUDAD BOLIVAR,2021,2022,18.5110082063306,12.256585129911599,17281
PM25,CIUDAD BOLIVAR,2021,2023,16.767414912250576,12.299595892245026,29562
PM25,CIUDAD BOLIVAR,2022,2022,19.67817695616789,11.99953145313305,8646
PM25,CIUDAD BOLIVAR,2022,2023,16.539404589021203,12.250784747286891,20927
PM25,CIUDAD BOLIVAR,2023,2023,14.300325122335572,11.933066918945462,12281
PM25,ENGATIVÁ,2020,2020,14.409117766911164,11.56718439642565,10461
PM25,ENGATIVÁ,2020,2021,13.56881619098905,10.510863503945725,32149
PM25,ENGATIVÁ,2020,2022,14.574407872931697,10.056916059092016,49350
PM25,ENGATIVÁ,2020,2023,14.741115619402713,9.943394932224132,65197
PM25,ENGATIVÁ,2021,2021,12.907250561437278,9.546357091002372,21688
PM25,ENGATIVÁ,2021,2022,14.629581392185534,9.499070135563281,38889
PM25,ENGATIVÁ,2021,2023,14.813699942090961,9.55029493541199,54736
PM25,ENGATIVÁ,2022,2022,15.897307987484503,9.261964486019682,17201
PM25,ENGATIVÁ,2022,2023,15.546651248843665,9.450145173709027,33048
PM25,ENGATIVÁ,2023,2023,15.163217352010845,9.6374238983352,15847
PM25,FONTIBÓN,2020,2020,,,0
PM25,FONTIBÓN,2020,2021,18.90731572141142,12.43894691188476,5807
PM25,FONTIBÓN,2020,2022,22.035707661878668,15.17068192760357,31954
PM25,FONTIBÓN,2020,2023,21.38103367682991,14.699342406337243,58479
PM25,FONTIBÓN,2021,2021,18.90731572141142,12.43894691188476,5807
PM25,FONTIBÓN,2021,2022,22.035707661878668,15.17068192760357,31954
PM25,FONTIBÓN,2021,2023,21.38103367682991,14.699342406337243,58479
PM25,FONTIBÓN,2022,2022,22.701665880132136,15.61040903933405,26147
PM25,FONTIBÓN,2022,2023,21.64325310878293,14.894929104320951,52672
PM25,FONTIBÓN,2023,2023,20.59346881460389,14.071471480268148,26525
PM25,KENNEDY,2020,2020,25.260765805877114,15.88388778745385,17525
PM25,KENNEDY,2020,2021,25.871227681660898,15.913351978087618,38344
PM25,KENNEDY,2020,2022,25.433422724375184,15.430738590781658,50135
PM25,KENNEDY,2020,2023,25.438067106093538,15.346478302362806,62316
PM25,KENNEDY,2021,2021,26.404590248962656,15.920312516665573,20819
PM25,KENNEDY,2021,2022,25.534944847807875,15.157326568482615,32610
PM25,KENNEDY,2021,2023,25.51236349162914,15.115185877298874,44791
PM25,KENNEDY,2022,2022,23.745153714773696,13.27424214138676,11791
PM25,KENNEDY,2022,2023,24.690042545054734,14.284262115190039,23972
PM25,KENNEDY,2023,2023,25.456358756817593,15.010667694264837,12181
PM25,PUENTE ARANDA,2020,2020,19.65784829140068,13.810109907492134,10953
PM25,PUENTE ARANDA,2020,2021,18.52360404191617,13.304450641098942,28316
PM25,PUENTE ARANDA,2020,2022,17.781186626473005,12.393095953503252,45568
PM25,PUENTE ARANDA,2020,2023,16.705829838815358,12.109696204632844,62937
PM25,PUENTE ARANDA,2021,2021,17.771676624346522,12.903955622440073,17363
PM25,PUENTE ARANDA,2021,2022,17.177909222597776,11.839006037971798,34615
PM25,PUENTE ARANDA,2021,2023,16.08187356139376,11.623304960558256,51984
PM25,PUENTE ARANDA,2022,2022,16.618930161706118,10.710732297640387,17252
PM25,PUENTE ARANDA,2022,2023,15.290922861803777,10.88305410766108,34621
PM25,PUENTE ARANDA,2023,2023,13.97768829663963,10.893054800982831,17369
PM25,SAN CRISTOBAL,2020,2020,11.876323910628319,10.979552369645358,8713
PM25,SAN CRISTOBAL,2020,2021,12.179903852236068,10.963253703720058,17319
PM25,SAN CRISTOBAL,2020,2022,13.202827666861582,11.205084522582611,26058
PM25,SAN CRISTOBAL,2020,2023,12.912316798196166,11.027980541397227,34793
PM25,SAN CRISTOBAL,2021,2021,12.498962117280747,10.937731393741686,8606
PM25,SAN CRISTOBAL,2021,2022,13.881194369042358,11.258785592497842,17345
PM25,SAN CRISTOBAL,2021,2023,13.264487432336033,11.022469584501012,26080
PM25,SAN CRISTOBAL,2022,2022,15.191196360506579,11.401860429626874,8739
PM25,SAN CRISTOBAL,2022,2023,13.630465794207034,11.044356652578907,17474
PM25,SAN CRISTOBAL,2023,2023,12.04180225281602,10.431724855972629,8735
PM25,SANTA FE,2020,2020,12.73237815619495,11.097820669005337,8754
PM25,SANTA FE,2020,2021,12.386857379767827,10.561163763629764,17477
PM25,SANTA FE,2020,2022,13.40589813390145,10.812565074507132,26221
PM25,SANTA FE,2020,2023,13.361082740502406,10.642226821458053,34958
PM25,SANTA FE,2021,2021,12.035308878002152,9.973975314962374,8723
PM25,SANTA FE,2021,2022,13.746619534220534,10.649474548569335,17467
PM25,SANTA FE,2021,2023,13.57216307862156,10.47659684953994,26204
PM25,SANTA FE,2022,2022,15.438922367954625,11.020002542443088,8744
PM25,SANTA FE,2022,2023,14.329059024304124,10.634440612161058,17481
PM25,SANTA FE,2023,2023,13.22791324736225,10.118602475523112,8737
PM25,SUBA,2020,2020,14.22977053858043,11.447951998195661,17328
PM25,SUBA,2020,2021,12.657059400363039,9.845459799250227,51185
PM25,SUBA,2020,2022,13.08811852304615,9.665881179765966,76955
PM25,SUBA,2020,2023,13.04205588268541,9.520393018235321,102886
PM25,SUBA,2021,2021,11.80657086829331,8.742024751182646,33857
PM25,SUBA,2021,2022,12.739977159016751,9.024343911419995,59627
PM25,SUBA,2021,2023,12.793826485606731,9.046311716394184,85558
PM25,SUBA,2022,2022,13.946921893835475,9.238209741542256,25770
PM25,SUBA,2022,2023,13.41572435300312,9.178576136762134,51701
PM25,SUBA,2023,2023,12.911123395853899,9.093054095337669,25931
PM25,TUNJELITO,2020,2020,14.744755654517755,12.789269328789487,8748
PM25,TUNJELITO,2020,2021,14.570729020015914,12.401745385344931,17475
PM25,TUNJELITO,2020,2022,16.372654047523156,12.374154192390435,26129
PM25,TUNJELITO,2020,2023,16.84668905950096,12.3365008552139,34865
PM25,TUNJELITO,2021,2021,14.380445925166581,11.961584972924177,8727
PM25,TUNJELITO,2021,2022,17.22501073817267,12.064240291698926,17381
PM25,TUNJELITO,2021,2023,17.56958607069445,12.093016845051926,26117
PM25,TUNJELITO,2022,2022,19.838808430472152,11.556840669803746,8654
PM25,TUNJELITO,2022,2023,19.03298641735756,11.86976670183173,17390
PM25,TUNJELITO,2023,2023,18.229151984965938,12.121327237633714,8736
PM25,USAQUEN,2020,2020,13.50665403741416,11.589950149559888,8754
PM25,USAQUEN,2020,2021,12.849941800753166,10.657815629581306,18977
PM25,USAQUEN,2020,2022,12.955462034383954,10.092665070766028,27718
PM25,USAQUEN,2020,2023,12.364207496608993,9.722644373172281,36456
PM25,USAQUEN,2021,2021,11.949374898522489,9.152328719839481,10223
PM25,USAQUEN,2021,2022,12.620302375809935,9.04611721362643,18964
PM25,USAQUEN,2021,2023,11.921201965015381,8.854421288337088,27702
PM25,USAQUEN,2022,2022,13.154805329194154,8.925168194153118,8741
PM25,USAQUEN,2022,2023,11.910094738189732,8.734452759392997,17479
PM25,USAQUEN,2023,2023,10.690622227854517,8.366318541464027,8738
PM25,USME,2020,2020,24.107888173539816,9.781159701430884,20070
PM25,USME,2020,2021,24.107888173539816,9.781159701430884,28697
PM25,USME,2020,2022,20.775053729826894,11.217448716066498,37142
PM25,USME,2020,2023,18.60253149652655,11.466229469518792,45738
PM25,USME,2021,2021,,,8627
PM25,USME,2021,2022,13.893449101796408,10.854683228987435,17072
PM25,USME,2021,2023,12.929358675512521,10.244780336803116,25668
PM25,USME,2022,2022,13.893449101796408,10.854683228987435,8445
PM25,USME,2022,2023,12.929358675512521,10.244780336803117,17041
PM25,USME,2023,2023,11.968834267987114,9.502534893000746,8596
SO2,ALL,2020,2020,5.086298583521875,5.773242807994159,154198
SO2,ALL,2020,2021,5.222716919256401,6.986457639769982,333080
SO2,ALL,2020,2022,5.395814622462121,7.140103682807017,497638
SO2,ALL,2020,2023,5.402371233081032,7.536812923536677,663781
SO2,ALL,2021,2021,5.370395054528595,8.094882271130421,178882
SO2,ALL,2021,2022,5.556996474775144,7.752233479851292,343440
SO2,ALL,2021,2023,5.5101930208832925,8.047694571218713,509583
SO2,ALL,2022,2022,5.729969476133083,7.416338453179541,164558
SO2,ALL,2022,2023,5.5745154765316665,8.025090680434989,330701
SO2,ALL,2023,2023,5.421307400736649,8.580185308666675,166143
SO2,BARRIOS UNIDOS,2020,2020,2.657350911518307,1.8432525776932733,30580
SO2,BARRIOS UNIDOS,2020,2021,2.6380693976602023,1.8736533508072069,41762
SO2,BARRIOS UNIDOS,2020,2022,2.657116691490829,2.219921672580868,50508
SO2,BARRIOS UNIDOS,2020,2023,2.604838579284339,2.1316286976098513,59228
SO2,BARRIOS UNIDOS,2021,2021,2.5657763884369915,1.981942965887808,11182
SO2,BARRIOS UNIDOS,2021,2022,2.6565986061277225,2.8833827473155993,19928
SO2,BARRIOS UNIDOS,2021,2023,2.5297647621319843,2.484601503454467,28648
SO2,BARRIOS UNIDOS,2022,2022,2.787272056175729,3.8206023339881394,8746
SO2,BARRIOS UNIDOS,2022,2023,2.507570646305723,2.7488280615102294,17466
SO2,BARRIOS UNIDOS,2023,2023,2.297983270372369,1.4760727232687496,8720
SO2,BOSA,2020,2020,5.552439871703493,4.045826423121373,1784
