variable,localidad,year_start,year_end,mean,std,n
Nowcast_PM10,KENNEDY,2020,2022,54.82749293840612,27.060614762799748,50135
Nowcast_PM10,KENNEDY,2020,2023,53.98751604696056,26.725660277499784,62316
Nowcast_PM10,KENNEDY,2021,2021,55.24885958491644,26.499303988300493,20819
Nowcast_PM10,KENNEDY,2021,2022,56.11330816881765,26.702875418578035,32610
Nowcast_PM10,KENNEDY,2021,2023,54.595000578253355,26.36930903781421,44791
Nowcast_PM10,KENNEDY,2022,2022,57.63963800243982,26.99218938115686,11791
Nowcast_PM10,KENNEDY,2022,2023,54.02714263316247,26.243227896356988,23972
Nowcast_PM10,KENNEDY,2023,2023,50.53030880185558,25.00613444582594,12181
Nowcast_PM10,PUENTE ARANDA,2020,2020,33.44890660101091,19.496570710640313,10953
Nowcast_PM10,PUENTE ARANDA,2020,2021,32.82848873271989,18.548390506909787,28316
Nowcast_PM10,PUENTE ARANDA,2020,2022,32.317365165732305,18.57794142871573,45568
Nowcast_PM10,PUENTE ARANDA,2020,2023,31.021221977344467,18.51857801674249,62937
Nowcast_PM10,PUENTE ARANDA,2021,2021,32.43711414817854,17.91399838864441,17363
Nowcast_PM10,PUENTE ARANDA,2021,2022,31.95931884648902,18.263347704994217,34615
Nowcast_PM10,PUENTE ARANDA,2021,2023,30.50971017211558,18.26493727052158,51984
Nowcast_PM10,PUENTE ARANDA,2022,2022,31.47844939232515,18.596452290358492,17252
Nowcast_PM10,PUENTE ARANDA,2022,2023,29.543085428856255,18.36266367879247,34621
Nowcast_PM10,PUENTE ARANDA,2023,2023,27.620758346251304,17.922283562245756,17369
Nowcast_PM10,SAN CRISTOBAL,2020,2020,23.777012987439466,18.143446286154095,8713
Nowcast_PM10,SAN CRISTOBAL,2020,2021,22.118813648319932,16.49605876552011,17319
Nowcast_PM10,SAN CRISTOBAL,2020,2022,23.26061081140028,16.172072325219947,26058
Nowcast_PM10,SAN CRISTOBAL,2020,2023,22.652368209458164,15.81851221660432,34793
Nowcast_PM10,SAN CRISTOBAL,2021,2021,20.439997608144648,14.449028534416113,8606
Nowcast_PM10,SAN CRISTOBAL,2021,2022,23.001203941418762,15.078771981836564,17345
Nowcast_PM10,SAN CRISTOBAL,2021,2023,22.2766385334401,14.943020749173716,26080
Nowcast_PM10,SAN CRISTOBAL,2022,2022,25.52343093582968,15.260545625937198,8739
Nowcast_PM10,SAN CRISTOBAL,2022,2023,23.181189970036915,15.098920723127021,17474
Nowcast_PM10,SAN CRISTOBAL,2023,2023,20.83787642681276,14.564114658791901,8735
Nowcast_PM10,SANTA FE,2020,2020,19.34480885797736,14.592573219320741,8754
Nowcast_PM10,SANTA FE,2020,2021,18.770449042006103,13.736595037098382,17477
Nowcast_PM10,SANTA FE,2020,2022,20.296370935915238,13.825671652332817,26221
Nowcast_PM10,SANTA FE,2020,2023,19.94845594259829,13.816460384560632,34958
Nowcast_PM10,SANTA FE,2021,2021,18.194048052780797,12.795193032547136,8723
Nowcast_PM10,SANTA FE,2021,2022,20.773268767842197,13.39988500335058,17467
Nowcast_PM10,SANTA FE,2021,2023,20.150117008800844,13.54157345382386,26204
Nowcast_PM10,SANTA FE,2022,2022,23.346295105614455,13.495220587746942,8744
Nowcast_PM10,SANTA FE,2022,2023,21.12619329181457,13.796047346294602,17481
Nowcast_PM10,SANTA FE,2023,2023,18.9043127538878,13.736758991907354,8737
Nowcast_PM10,SUBA,2020,2020,29.654225837756258,18.761784973181072,17328
Nowcast_PM10,SUBA,2020,2021,27.00884815397053,15.417472261961956,51185
Nowcast_PM10,SUBA,2020,2022,27.034599137591893,15.034704981128453,76955
Nowcast_PM10,SUBA,2020,2023,26.822223981813526,14.84059813905142,102886
Nowcast_PM10,SUBA,2021,2021,25.654944839895474,13.182962050517242,33857
Nowcast_PM10,SUBA,2021,2022,26.273318317486094,13.669979034481916,59627
Nowcast_PM10,SUBA,2021,2023,26.248640577456385,13.842229032931405,85558
Nowcast_PM10,SUBA,2022,2022,27.085746366798706,14.244125918888326,25770
Nowcast_PM10,SUBA,2022,2023,26.63745168400982,14.244195344282748,51701
Nowcast_PM10,SUBA,2023,2023,26.191888818556656,14.230551900095158,25931
Nowcast_PM10,TUNJELITO,2020,2020,36.39717638603009,22.351772546684636,8748
Nowcast_PM10,TUNJELITO,2020,2021,35.43738991948748,22.18296615124034,17475
Nowcast_PM10,TUNJELITO,2020,2022,37.3412121844099,22.314254628410843,26129
Nowcast_PM10,TUNJELITO,2020,2023,36.51777806403227,22.143192031988068,34865
Nowcast_PM10,TUNJELITO,2021,2021,34.475293894586066,21.971692965648693,8727
Nowcast_PM10,TUNJELITO,2021,2022,37.81635315237644,22.280863472000036,17381
Nowcast_PM10,TUNJELITO,2021,2023,36.558174107956276,22.073169753977478,26117
Nowcast_PM10,TUNJELITO,2022,2022,41.185595600115825,22.083478233610332,8654
Nowcast_PM10,TUNJELITO,2022,2023,37.603447001693,22.050527035817666,17390
Nowcast_PM10,TUNJELITO,2023,2023,34.05492205082864,21.43675629590191,8736
Nowcast_PM10,USAQUEN,2020,2020,13.195138671721912,14.853660883110136,8754
Nowcast_PM10,USAQUEN,2020,2021,14.797208956539043,13.731448539858512,18977
Nowcast_PM10,USAQUEN,2020,2022,17.3177942201798,13.961151041550984,27718
Nowcast_PM10,USAQUEN,2020,2023,17.956855751748765,13.749183379012049,36456
Nowcast_PM10,USAQUEN,2021,2021,16.16906880915463,12.530855778469297,10223
Nowcast_PM10,USAQUEN,2021,2022,19.22085932623339,13.099057568352968,18964
Nowcast_PM10,USAQUEN,2021,2023,19.461587226680358,13.024399218552778,27702
Nowcast_PM10,USAQUEN,2022,2022,22.790068164592412,12.84534322826258,8741
Nowcast_PM10,USAQUEN,2022,2023,21.387293261485873,12.921757974178503,17479
Nowcast_PM10,USAQUEN,2023,2023,19.984036746487675,12.846111087039914,8738
Nowcast_PM10,USME,2020,2020,34.63113793042098,14.038399666835105,20070
Nowcast_PM10,USME,2020,2021,34.670313148705354,14.789064853923026,28697
Nowcast_PM10,USME,2020,2022,35.52141033303969,16.114435841646177,37142
Nowcast_PM10,USME,2020,2023,35.00919537816266,16.29200225952337,45738
Nowcast_PM10,USME,2021,2021,34.76145104495752,16.403547909525,8627
Nowcast_PM10,USME,2021,2022,36.56802274638069,18.20040765363028,17072
Nowcast_PM10,USME,2021,2023,35.30480130679659,17.851762212982095,25668
Nowcast_PM10,USME,2022,2022,38.413528260670546,19.69954253629296,8445
Nowcast_PM10,USME,2022,2023,35.57987217757211,18.536237350061942,17041
Nowcast_PM10,USME,2023,2023,32.795992975412254,16.860998458249156,8596
