variable;localidad;year_start;year_end;mean;std;n;ci_90_lower;ci_90_upper;ci_95_lower;ci_95_upper;ci_99_lower;ci_99_upper
Nowcast_PM25;CIUDAD BOLIVAR;2022;2022;19,709776370135565;11,182067102882511;8646;19,51194813517599;19,907604605095138;19,474041744493388;19,94551099577774;19,399943525029094;20,019609215242035
Nowcast_PM25;CIUDAD BOLIVAR;2022;2023;16,46096641741518;11,558576693919607;20927;16,32953555576355;16,59239727906681;16,30435476088429;16,617578073946067;16,25513694240367;16,666795892426688
Nowcast_PM25;CIUDAD BOLIVAR;2023;2023;14,173757651742964;11,268368428290257;12281;14,006492991359542;14,341022312126386;13,974444906352256;14,373070397133672;13,911801404215216;14,435713899270711
Nowcast_PM25;ENGATIVÁ;2020;2020;14,209865307972818;10,624140909699431;10461;14,038992505323108;14,380738110622527;14,006252277040412;14,413478338905223;13,942254557182677;14,477476058762958
Nowcast_PM25;ENGATIVÁ;2020;2021;22,543130861011345;17,19568139116629;32149;22,38537866009349;22,7008830619292;22,355155859150177;22,731105862872514;22,296084465922615;22,790177256100076
Nowcast_PM25;ENGATIVÁ;2020;2022;20,22419092359554;15,040662565936827;49350;20,11282333937682;20,33555850781426;20,091487498416896;20,356894348774183;20,04978659199647;20,39859525519461
Nowcast_PM25;ENGATIVÁ;2020;2023;18,95332870106363;13,95756555096108;65197;18,863414291285366;19,043243110841892;18,846188606896483;19,060468795230776;18,81252124105587;19,09413616107139
Nowcast_PM25;ENGATIVÁ;2021;2021;26,562602040942;18,281904018230506;21688;26,358401221363433;26,766802860520567;26,319278570433756;26,805925511450244;26,242810496399215;26,882393585484785
Nowcast_PM25;ENGATIVÁ;2021;2022;21,842022708034047;15,632270014429714;38889;21,711632114352263;21,972413301715832;21,686651598026003;21,99739381804209;21,637826789846365;22,04621862622173
Nowcast_PM25;ENGATIVÁ;2021;2023;19,85988691787017;14,330185483894493;54736;19,759135796032485;19,960638039707856;19,739833928652672;19,97993990708767;19,702108532308138;20,017665303432203
Nowcast_PM25;ENGATIVÁ;2022;2022;15,890047557048195;8,219090409640417;17201;15,786962062649982;15,993133051446408;15,76721158606756;16,01288352802883;15,728607171383016;16,051487942713372
Nowcast_PM25;ENGATIVÁ;2022;2023;15,461179413961256;8,482568989244816;33048;15,384426611675535;15,537932216246977;15,369722023184087;15,552636804738425;15,340981488072996;15,581377339849515
Nowcast_PM25;ENGATIVÁ;2023;2023;14,995667902051208;8,736056926595255;15847;14,881512997940659;15,109822806161757;14,859641506144614;15,131694297957802;14,816891035305643;15,174444768796773
Nowcast_PM25;FONTIBÓN;2020;2021;19,20774778850961;10,440577371881115;5807;18,982352330579452;19,43314324643977;18,939159396158043;19,47633618086118;18,85472033675016;19,560775240269063
Nowcast_PM25;FONTIBÓN;2020;2022;22,081915808473408;13,016512057048654;31954;21,9621392424776;22,201692374469214;21,93919195867098;22,224639658275837;21,89434077502474;22,269490841922075
Nowcast_PM25;FONTIBÓN;2020;2023;21,358054951596035;12,741586811345202;58479;21,27138716893993;21,44472273425214;21,254783417427728;21,461326485764342;21,22233152867651;21,49377837451556
Nowcast_PM25;FONTIBÓN;2021;2021;19,20774778850961;10,440577371881115;5807;18,982352330579452;19,43314324643977;18,939159396158043;19,47633618086118;18,85472033675016;19,560775240269063
Nowcast_PM25;FONTIBÓN;2021;2022;22,081915808473408;13,016512057048654;31954;21,9621392424776;22,201692374469214;21,93919195867098;22,224639658275837;21,89434077502474;22,269490841922075
Nowcast_PM25;FONTIBÓN;2021;2023;21,358054951596035;12,741586811345202;58479;21,27138716893993;21,44472273425214;21,254783417427728;21,461326485764342;21,22233152867651;21,49377837451556
Nowcast_PM25;FONTIBÓN;2022;2022;22,720241187749412;13,439183355062006;26147;22,583529831918792;22,856952543580032;22,557337790323086;22,88314458517574;22,50614411424885;22,934338261249973
Nowcast_PM25;FONTIBÓN;2022;2023;21,59512272377182;12,948557579956846;52672;21,502318790516135;21,687926657027504;21,48453942047447;21,70570602706917;21,44978970122916;21,740455746314478
Nowcast_PM25;FONTIBÓN;2023;2023;20,486037993229978;12,346313156549957;26525;20,361342138207675;20,61073384825228;20,337452126604447;20,63462385985551;20,290757921725678;20,681318064734278
Nowcast_PM25;KENNEDY;2020;2020;25,3792698344546;13,886053143388956;17525;25,206725769406027;25,551813899503173;25,17366756790546;25,58487210100374;25,10905188429499;25,649487784614212
Nowcast_PM25;KENNEDY;2020;2021;26,1837197705582;14,086213625670938;38344;26,065392918134396;26,302046622982;26,042723585219456;26,32471595589694;25,998415997712616;26,36902354340378
Nowcast_PM25;KENNEDY;2020;2022;26,22030202799668;13,574002746439861;50135;26,120584224204734;26,320019831788628;26,101480262983717;26,339123793009644;26,064141583106235;26,376462472887127
Nowcast_PM25;KENNEDY;2020;2023;26,038717033747623;13,587476217266504;62237;25,94912937374218;26,128304693753066;25,931966265529482;26,145467801965765;25,898421168771538;26,17901289872371
Nowcast_PM25;KENNEDY;2021;2021;26,860888949203453;14,217616570706848;20819;26,698803716760686;27,02297418164622;26,667749847623053;27,054028050783852;26,60705262790675;27,114725270500156
Nowcast_PM25;KENNEDY;2021;2022;26,672282683986406;13,381698249185742;32610;26,550390620857172;26,79417474711564;26,527038067437502;26,81752730053531;26,481394812999998;26,863170554972815
Nowcast_PM25;KENNEDY;2021;2023;26,297189304449223;13,459989359971459;44712;26,19248394224057;26,401894666657874;26,172424377637817;26,421954231260628;26,133217835119154;26,46116077377929
Nowcast_PM25;KENNEDY;2022;2022;26,33926649913748;11,754763811577748;11791;26,161192722295162;26,517340275979798;26,127073395223768;26,551459603051192;26,060380969012673;26,618152029262287
Nowcast_PM25;KENNEDY;2022;2023;25,80601352475902;12,743209869466169;23893;25,670404812951627;25,941622236566413;25,644423857407848;25,967603192110193;25,593642496161614;26,018384553356427
Nowcast_PM25;KENNEDY;2023;2023;25,286464208869376;13,617943408955815;12102;25,08283341421993;25,49009500351882;25,043817456588904;25,529110961149847;24,96755391510167;25,60537450263708
Nowcast_PM25;PUENTE ARANDA;2020;2020;19,5945105368048;12,406086813472475;10953;19,39951159003879;19,78950948357081;19,362148934894297;19,826872138715306;19,289116152618437;19,899904920991165
Nowcast_PM25;PUENTE ARANDA;2020;2021;18,336567126641594;11,828516269259044;28316;18,220941051073687;18,4521932022095;18,19878877784186;18,47434547544133;18,15549121677233;18,517643036510858
Nowcast_PM25;PUENTE ARANDA;2020;2022;17,669799991678513;11,181185784193138;45568;17,58364231762931;17,755957665727717;17,567136151091788;17,772463832265238;17,534874766468043;17,804725216888983
Nowcast_PM25;PUENTE ARANDA;2020;2023;16,647446964787747;11,051305156716072;62937;16,574987653517063;16,71990627605843;16,5611059804417;16,733787949133795;16,53397441773228;16,760919511843213
Nowcast_PM25;PUENTE ARANDA;2021;2021;17,543026023634184;11,378240408706102;17363;17,400985209413744;17,685066837854624;17,373771185722077;17,71228086154629;17,320578513050215;17,765473534218152
Nowcast_PM25;PUENTE ARANDA;2021;2022;17,0607763140599;10,69288629966323;34615;16,966239347894735;17,155313280225066;16,94812764669819;17,17342498142161;16,91272788296635;17,20882474515345
Nowcast_PM25;PUENTE ARANDA;2021;2023;16,026502302885955;10,640613041773403;51984;15,949736676276814;16,103267929495097;15,935029917200318;16,117974688571593;15,906285595413298;16,146719010358613
Nowcast_PM25;PUENTE ARANDA;2022;2022;16,575423792187753;9,93231706038468;17252;16,451034948924182;16,699812635451323;16,427202903451118;16,723644680924387;16,38062063821316;16,770226946162346
Nowcast_PM25;PUENTE ARANDA;2022;2023;15,265940754595857;10,166058871180256;34621;15,176069315822556;15,355812193369157;15,158851451776377;15,373030057415336;15,12519871489665;15,406682794295063
Nowcast_PM25;PUENTE ARANDA;2023;2023;13,965278576892167;10,228674136485976;17369;13,83761048790079;14,092946665883545;13,813150178408502;14,117406975375832;13,765339931244222;14,165217222540113
Nowcast_PM25;SAN CRISTOBAL;2020;2020;11,590896997559351;10,074797159224786;8713;11,413344864656535;11,768449130462168;11,379323684911032;11,80247031020767;11,31282023861513;11,868973756503573
Nowcast_PM25;SAN CRISTOBAL;2020;2021;11,732762933077984;9,689599172101502;17319;11,611648780470416;11,853877085685552;11,588444152360392;11,877081713795576;11,543088255659674;11,922437610496294
Nowcast_PM25;SAN CRISTOBAL;2020;2022;12,720514987034745;9,866680521437162;26058;12,619973981699868;12,821055992369622;12,600711684245109;12,840318289824381;12,563062538108317;12,877967435961173
Nowcast_PM25;SAN CRISTOBAL;2020;2023;12,402821686370686;9,691510558959687;34793;12,317357462034025;12,488285910707347;12,300983950667511;12,50465942207386;12,268981528349162;12,53666184439221
Nowcast_PM25;SAN CRISTOBAL;2021;2021;11,876392714181154;9,281721795043865;8606;11,711803303524757;12,040982124837551;11,680265861815748;12,07251956654656;11,61861741566499;12,134168012697318
Nowcast_PM25;SAN CRISTOBAL;2021;2022;13,287961602330165;9,71129756337903;17345;13,166667254541201;13,40925595011913;13,143428105842712;13,432495098817618;13,098004740661793;13,477918463998538
Nowcast_PM25;SAN CRISTOBAL;2021;2023;12,67407551357978;9,544854335481867;26080;12,576854936266315;12,771296090893244;12,558228788998274;12,789922238161285;12,521823032652353;12,826327994507206
Nowcast_PM25;SAN CRISTOBAL;2022;2022;14,678047636362708;9,922694239007562;8739;14,503436458585279;14,852658814140137;14,469978822319804;14,886116450405611;14,404577003806908;14,951518268918507
Nowcast_PM25;SAN CRISTOBAL;2022;2023;13,06693680301692;9,647868822081755;17474;12,94688035032018;13,186993255713661;12,923878390958466;13,209995215075375;12,87891866486345;13,254954941170391
Nowcast_PM25;SAN CRISTOBAL;2023;2023;11,455088197108639;9,083807643301062;8735;11,295202432604885;11,614973961612392;11,26456636270292;11,645610031514357;11,204680039029148;11,70549635518813
Nowcast_PM25;SANTA FE;2020;2020;12,682517743461146;10,285382791254385;8754;12,501679445116348;12,863356041805943;12,467028628428361;12,89800685849393;12,399294441620302;12,96574104530199
Nowcast_PM25;SANTA FE;2020;2021;12,294766851417203;9,557669900452925;17477;12,17584302817299;12,413690674661416;12,15305807292496;12,436475629909445;12,108522504608743;12,481011198225662
Nowcast_PM25;SANTA FE;2020;2022;13,280193211282501;9,689480566271387;26221;13,18176525402347;13,378621168541533;13,162907795961527;13,397478626603476;13,126049941785688;13,434336480779315
Nowcast_PM25;SANTA FE;2020;2023;13,225614591178918;9,554572968941267;34958;13,141557035186318;13,309672147171517;13,125453021730898;13,325776160626937;13,093977345713357;13,357251836644478
Nowcast_PM25;SANTA FE;2021;2021;11,905637961247226;8,750189587472896;8723;11,751518346974652;12,0597575755198;11,721987133832602;12,08928878866185;11,664260532635426;12,147015389859027
Nowcast_PM25;SANTA FE;2021;2022;13,579732402059863;9,362557338688491;17467;13,463202971973102;13,696261832146623;13,440876764062663;13,718588040057062;13,397237863144282;13,762226940975443
Nowcast_PM25;SANTA FE;2021;2023;13,407047571064483;9,2907740636346;26204;13,31263915426779;13,501455987861176;13,294551784705062;13,519543357423904;13,2591991061358;13,554896035993167
Nowcast_PM25;SANTA FE;2022;2022;15,249806259242916;9,65126312427524;8744;15,080020071322117;15,419592447163716;15,04748696585928;15,452125552626553;14,983892393848114;15,515720124637719
Nowcast_PM25;SANTA FE;2022;2023;14,156249334489686;9,460626406866345;17481;14,038546470571537;14,273952198407835;14,015995442932578;14,296503226046795;13,971917111324506;14,340581557654867
Nowcast_PM25;SANTA FE;2023;2023;13,061816262492178;9,136326797459429;8737;12,901024509331167;13,222608015653188;12,870214842337326;13,25341768264703;12,80998917937851;13,313643345605845
Nowcast_PM25;SUBA;2020;2020;14,064581951617557;10,445396479615768;17328;13,934054702110696;14,195109201124417;13,909046591519525;14,220117311715589;13,860165599920114;14,268998303315
Nowcast_PM25;SUBA;2020;2021;12,594768111713488;8,954305708433473;51185;12,529665909316424;12,659870314110552;12,51719362248508;12,672342600941898;12,492816560271361;12,696719663155616
Nowcast_PM25;SUBA;2020;2022;13,05288893443561;8,674885371430326;76955;13,001451676533483;13,104326192337735;12,991597435096434;13,114180433774784;12,972337519172516;13,133440349698702
Nowcast_PM25;SUBA;2020;2023;13,002451905519084;8,540173611994666;102886;12,958657390109147;13,046246420929021;12,950267377704595;13,054636433333574;12,933869345118836;13,071034465919332
Nowcast_PM25;SUBA;2021;2021;11,842517935446905;7,981609845870335;33857;11,771166059058729;11,913869811835081;11,75749621757932;11,92753965331449;11,730778152631503;11,954257718262307
Nowcast_PM25;SUBA;2021;2022;12,758884262026655;8,064341480409789;59627;12,704561551197868;12,813206972855442;12,694154451351865;12,823614072701444;12,67381387433098;12,84395464972233
Nowcast_PM25;SUBA;2021;2023;12,787339473732521;8,083017019250866;85558;12,741885156306635;12,832793791158407;12,733177134091934;12,841501813373108;12,716157512486106;12,858521434978936
Nowcast_PM25;SUBA;2022;2022;13,962819641111269;8,01420221129613;25770;13,880700205346054;14,044939076876483;13,864967219668593;14,060672062553945;13,834216275041879;14,091423007180659
Nowcast_PM25;SUBA;2022;2023;13,406066825654849;8,089239900713011;51701;13,347548312566408;13,464585338743289;13,336337333491592;13,475796317818105;13,31442550116931;13,497708150140387
Nowcast_PM25;SUBA;2023;2023;12,852770768645406;8,125575591681729;25931;12,769769013666028;12,935772523624784;12,753866994194679;12,951674543096134;12,722785674936794;12,982755862354018
Nowcast_PM25;TUNJELITO;2020;2020;14,545656870796249;11,570985993159168;8748;14,342145239437153;14,749168502155344;14,303149931071472;14,788163810521025;14,226923277511107;14,86439046408139
Nowcast_PM25;TUNJELITO;2020;2021;14,13663587688771;10,979327671916693;17475;14,000014884411845;14,273256869363573;13,973839277619225;14,299432476156193;13,92267632720636;14,350595426569058
Nowcast_PM25;TUNJELITO;2020;2022;16,016517560903253;10,997884025825797;26129;15,904602020398205;16,1284331014083;15,883160519721606;16,1498746020849;15,841252015652607;16,1917831061539
Nowcast_PM25;TUNJELITO;2020;2023;16,58561689439225;10,977463074785504;34865;16,48891255847196;16,68232123031254;16,470385632267934;16,700848156516564;16,434174311877136;16,737059476907362
Nowcast_PM25;TUNJELITO;2021;2021;13,726630645455154;10,336799183088953;8727;13,544607356707001;13,908653934203308;13,509729459671146;13,943531831239163;13,441551349585659;14,01170994132465
Nowcast_PM25;TUNJELITO;2021;2022;16,75681382216878;10,621386701287205;17381;16,62428991025045;16,88933773408711;16,598899260961065;16,914728383376495;16,549270569666426;16,964357074671135
Nowcast_PM25;TUNJELITO;2021;2023;17,26891016262436;10,684853713992137;26117;17,16015507104171;17,377665254207006;17,139319068895226;17,39850125635349;17,09859404148232;17,4392262837664
Nowcast_PM25;TUNJELITO;2022;2022;19,812557822998432;10,012115895924296;8654;19,63550976093824;19,989605885058623;19,601585120486337;20,023530525510527;19,535270311256465;20,0898453347404
Nowcast_PM25;TUNJELITO;2022;2023;19,04656820439179;10,410892638960098;17390;18,916704265579373;19,176432143204206;18,891823249734394;19,201313159049185;18,843190692626646;19,249945716156933
Nowcast_PM25;TUNJELITO;2023;2023;18,287768506655762;10,738236284918747;8736;18,09877366040834;18,476763352903184;18,062559934910905;18,51297707840062;17,99177060544998;18,583766407861546
Nowcast_PM25;USAQUEN;2020;2020;13,292138408683835;10,793886637053044;8754;13,102359561208072;13,481917256159598;13,06599562660279;13,51828119076488;12,99491269768343;13,58936411968424
Nowcast_PM25;USAQUEN;2020;2021;11,051538821181264;9,359190530912086;18977;10,939782275688652;11,163295366673877;10,91837069074451;11,184706951618018;10,876519790055744;11,226557852306785
Nowcast_PM25;USAQUEN;2020;2022;11,891446238952136;9,12907583525338;27718;11,801250163334672;11,981642314569601;11,783969884721897;11,998922593182376;11,750194807517932;12,03269767038634
Nowcast_PM25;USAQUEN;2020;2023;11,495937418792385;8,758103737817075;36456;11,42048661507214;11,571388222512631;11,406031540556647;11,585843297028124;11,377778802557547;11,614096035027224
Nowcast_PM25;USAQUEN;2021;2021;9,132903509726944;7,407009816979531;10223;9,01239426707299;9,253412752380898;8,989303900632493;9,276503118821395;8,944168737796293;9,321638281657595
Nowcast_PM25;USAQUEN;2021;2022;11,244870661340276;8,167672047643137;18964;11,147308414900081;11,34243290778047;11,12861633336614;11,361124989314412;11,092080948870331;11,39766037381022
Nowcast_PM25;USAQUEN;2021;2023;10,92832701284661;7,923899238071253;27702;10,850015581355144;11,006638444338076;10,835012230097501;11,02164179559572;10,805687508338599;11,050966517354622
Nowcast_PM25;USAQUEN;2022;2022;13,71491301243776;8,3219811744405;8741;13,568486586938917;13,861339437936604;13,540429495063561;13,88939652981196;13,48558447412007;13,94424155075545
Nowcast_PM25;USAQUEN;2022;2023;11,978422239827122;8,027335023608455;17479;11,878545726243399;12,078298753410845;11,859410099722707;12,097434379931537;11,82200752487094;12,134836954783303
Nowcast_PM25;USAQUEN;2023;2023;10,241335281325224;7,320653558632382;8738;10,112505241136818;10,37016532151363;10,08781982993184;10,394850732718607;10,039565649595952;10,443104913054496
Nowcast_PM25;USME;2020;2020;22,958232095955413;9,538514845079893;20070;22,847479381806483;23,068984810104343;22,826260229814608;23,09020396209622;22,784785628164496;23,13167856374633
Nowcast_PM25;USME;2020;2021;28,17995647685688;11,274899649041144;28697;28,07047624372117;28,28943670999259;28,049501441823963;28,310411511889797;28,008505326257282;28,351407627456478
Nowcast_PM25;USME;2020;2022;24,932904491201132;12,554633582903822;37142;24,82575021960081;25,040058762801454;24,8052213250353;25,060587657366963;24,765097211097075;25,10071177130519
Nowcast_PM25;USME;2020;2023;22,601420890983306;12,992622879308282;45738;22,501491255968673;22,70135052599794;22,48234664722508;22,720495134741533;22,444928418572715;22,757913363393897
Nowcast_PM25;USME;2021;2021;40,327865173355356;0,437510992837729;8627;40,32011639977959;40,33561394693112;40,31863163613739;40,33709871057332;40,315729265836296;40,340001080874416
Nowcast_PM25;USME;2021;2022;27,254347495686932;15,033041837250803;17072;27,065088953623835;27,44360603775003;27,02882828158977;27,479866709784094;26,957952882770243;27,55074210860362
Nowcast_PM25;USME;2021;2023;22,32242755750231;15,148884648320724;25668;22,166892757462808;22,47796235754181;22,137094361685545;22,507760753319072;22,07885182332825;22,566003291676367
Nowcast_PM25;USME;2022;2022;13,8990796442665;10,182415810609063;8445;13,716805148025738;14,081354140507262;13,681878880431361;14,11628040810164;13,613605841344716;14,184553447188284
Nowcast_PM25;USME;2022;2023;13,207181368196277;9,917206323659881;17041;13,082215135233765;13,33214760115879;13,058272435515269;13,356090300877286;13,011473836473225;13,40288889991933
Nowcast_PM25;USME;2023;2023;12,52743719167079;9,60171803420718;8596;12,357074374418485;12,697800008923096;12,324430666173456;12,730443717168125;12,26061971093132;12,794254672410261
Nowcast_PM10;Todas;2020;2020;31,71345342080349;21,43005758572028;154198;31,623687015622522;31,803219825984456;31,606489954683497;31,820416886923482;31,572878961038832;31,854027880568147
Nowcast_PM10;Todas;2020;2021;31,353398689029895;21,21738609098126;333080;31,292927840043305;31,413869538016485;31,281343166741586;31,425454211318204;31,258701482138417;31,448095895921373
Nowcast_PM10;Todas;2020;2022;33,46969159799062;22,680689416460453;497638;33,41680720196674;33,522575994014495;33,406675917444986;33,53270727853625;33,386874839314316;33,55250835666692
Nowcast_PM10;Todas;2020;2023;33,03393563604772;22,490605354381206;663778;32,988529182712156;33,07934208938329;32,97983048661719;33,088040785478256;32,962829341696285;33,10504193039916
Nowcast_PM10;Todas;2021;2021;31,043028056266266;21,027448196230804;178882;30,96125075831688;31,124805354215653;30,94558424086579;31,14047187166674;30,914964674971042;31,17109143756149
Nowcast_PM10;Todas;2021;2022;34,25820899388482;23,177081540702183;343440;34,19315683123376;34,323261156535885;34,18069449700232;34,33572349076732;34,156337469663036;34,36008051810661
Nowcast_PM10;Todas;2021;2023;33,433511201466736;22,786750029572968;509580;33,38100576811861;33,48601663481486;33,370947083895395;33,49607531903808;33,351287900671835;33,51573450226164
Nowcast_PM10;Todas;2022;2022;37,75325631144511;24,83993957730471;164558;37,65253514733785;37,85397747555236;37,63323943482314;37,873273188067074;37,59552672960624;37,91098589328397
Nowcast_PM10;Todas;2022;2023;34,72657740077775;23,58325590706651;330698;34,65912204257318;34,79403275898232;34,64619931484245;34,80695548671305;34,62094246667993;34,83221233487557
Nowcast_PM10;Todas;2023;2023;31,72871879850497;21,859535567699673;166140;31,64050561288052;31,816931984129422;31,62360612496327;31,833831472046672;31,59057674848376;31,866860848526184
Nowcast_PM10;BARRIOS UNIDOS;2020;2020;25,8288460541901;13,826975560338763;30580;25,698784521208406;25,958907587171797;25,673866739519507;25,983825368860696;25,625164057634816;26,032528050745388
Nowcast_PM10;BARRIOS UNIDOS;2020;2021;24,63335958874722;13,928284348684317;41762;24,521249713122756;24,74546946437168;24,499771524029143;24,766947653465294;24,45779217579981;24,808927001694627
Nowcast_PM10;BARRIOS UNIDOS;2020;2022;24,70590397384981;13,880828049061371;50508;24,604309400449925;24,807498547249697;24,584845892313066;24,826962055386556;24,546804486281793;24,865003461417828
Nowcast_PM10;BARRIOS UNIDOS;2020;2023;24,4211134230259;14,0011763539871;59228;24,32648207170936;24,51574477434244;24,30835267236182;24,53387417368998;24,272918929132413;24,56930791691939
Nowcast_PM10;BARRIOS UNIDOS;2021;2021;21,3640002511293;13,678673872260305;11182;21,151212074864855;21,576788427393748;21,110441059851528;21,617559442407074;21,030746170916878;21,697254331341725
Nowcast_PM10;BARRIOS UNIDOS;2021;2022;22,982722078185116;13,786666646801054;19928;22,822074247781835;23,143369908588397;22,79129565337291;23,174148502997323;22,731136293800365;23,234307862569867
Nowcast_PM10;BARRIOS UNIDOS;2021;2023;22,91844434103061;14,029999321283066;28648;22,782095391225365;23,054793290835857;22,75597293578064;23,08091574628058;22,70491551462484;23,13197316743638
Nowcast_PM10;BARRIOS UNIDOS;2022;2022;25,052302168527913;13,647420422636202;8746;24,8122425566546;25,292361780401226;24,766244207759353;25,338360129296472;24,676328254163284;25,42827608289254
Nowcast_PM10;BARRIOS UNIDOS;2022;2023;23,91362319212854;14,161455372421809;17466;23,737360071969036;24,089886312288044;23,70358931476649;24,12365706949059;23,63758084882537;24,18966553543171
Nowcast_PM10;BARRIOS UNIDOS;2023;2023;22,771549071992194;14,570589982269555;8720;22,514868914268618;23,02822922971577;22,46568583649454;23,077412307489848;22,36954443980404;23,173553704180346
Nowcast_PM10;BOSA;2020;2020;37,60124558183617;18,5946329240487;1784;36,87673764895455;38,32575351471778;36,737803548423244;38,46468761524909;36,466045532174356;38,73644563149798
Nowcast_PM10;BOSA;2020;2021;32,78626685997282;17,71008493991975;6837;32,433917109103156;33,13861661084248;32,36639879185888;33,20613492808676;32,23441029811649;33,33812342182915
Nowcast_PM10;BOSA;2020;2022;32,78626685997282;17,71008493991975;6837;32,433917109103156;33,13861661084248;32,36639879185888;33,20613492808676;32,23441029811649;33,33812342182915
Nowcast_PM10;BOSA;2020;2023;32,78626685997282;17,71008493991975;6837;32,433917109103156;33,13861661084248;32,36639879185888;33,20613492808676;32,23441029811649;33,33812342182915
Nowcast_PM10;BOSA;2021;2021;31,086302078693535;17,0674575133945;5053;30,691298452878215;31,481305704508856;30,615599764835977;31,557004392551093;30,467608837805855;31,704995319581215
Nowcast_PM10;BOSA;2021;2022;31,086302078693535;17,0674575133945;5053;30,691298452878215;31,481305704508856;30,615599764835977;31,557004392551093;30,467608837805855;31,704995319581215
Nowcast_PM10;BOSA;2021;2023;31,086302078693535;17,0674575133945;5053;30,691298452878215;31,481305704508856;30,615599764835977;31,557004392551093;30,467608837805855;31,704995319581215
Nowcast_PM10;CHAPINERO;2020;2020;39,782360270498366;22,56531054195228;8701;39,384408690119315;40,180311850877416;39,308156235073824;40,25656430592291;39,15910049268089;40,40562004831584
Nowcast_PM10;CHAPINERO;2020;2021;36,899445392402875;20,68029599045222;18273;36,647792979278144;37,151097805527606;36,59957838637859;37,19931239842716;36,505338280464144;37,293552504341605
Nowcast_PM10;CHAPINERO;2020;2022;36,143980467454455;19,825897509087874;23955;35,933273536245075;36,354687398663835;35,89290469642641;36,395056238482496;35,81400135066627;36,47395958424264
Nowcast_PM10;CHAPINERO;2020;2023;35,523452526807716;19,74796205072046;27702;35,328284575933125;35,71862047768231;35,29089318536042;35,756011868255015;35,217810038409176;35,829095015206256
Nowcast_PM10;CHAPINERO;2021;2021;34,27886010674586;18,417256994408152;9572;33,96919455336814;34,58852566012358;33,90985989166364;34,64786032182808;33,793876229786;34,76384398370572
Nowcast_PM10;CHAPINERO;2021;2022;34,0686203870634;17,748144954828582;15254;33,832238208782464;34,30500256534433;33,78694840438082;34,35029236974597;33,69842370226928;34,438817071857514
Nowcast_PM10;CHAPINERO;2021;2023;33,57319957812857;17,980719181861367;19001;33,35863043756035;33,787768718696796;33,31752085584214;33,828878300415006;33,23716842693118;33,90923072932597
Nowcast_PM10;CHAPINERO;2022;2022;33,714446751582834;16,5554724283127;5682;33,35312921089371;34,075764292271955;33,28388882131563;34,14500468185004;33,14852813504691;34,28036536811876
Nowcast_PM10;CHAPINERO;2022;2023;32,8568370179499;17,498333354958973;9429;32,56039906863466;33,15327496726514;32,50359877398009;33,21007526191971;32,39256888015994;33,32110515573986
Nowcast_PM10;CHAPINERO;2023;2023;31,556346357020544;18,765913069863068;3747;31,051960936147882;32,0607317778932;30,95528848308886;32,157404230952224;30,76627508254333;32,34641763149776
Nowcast_PM10;CIUDAD BOLIVAR;2020;2020;43,84275436792038;21,658601748814085;1827;43,00886432853591;44,67664440730485;42,84895847529535;44,83655026054541;42,53618521489674;45,149323520944016
Nowcast_PM10;CIUDAD BOLIVAR;2020;2021;37,924696952090244;22,352547096909042;10462;37,56520814017159;38,284185764008896;37,49632798256442;38,35306592161607;37,36168710791065;38,48770679626984
Nowcast_PM10;CIUDAD BOLIVAR;2020;2022;40,83939111873389;23,51582942167248;19108;40,559556784810496;41,11922545265729;40,50594298741914;41,172839250048646;40,40114997233842;41,27763226512936
Nowcast_PM10;CIUDAD BOLIVAR;2020;2023;37,5868659278583;24,500669624582464;31389;37,35939322451531;37,81433863120129;37,315813031406684;37,85791882430991;37,230634112414386;37,94309774330221
Nowcast_PM10;CIUDAD BOLIVAR;2021;2021;36,67254977215721;22,297403631058998;8635;36,277822637882984;37,06727690643144;36,202187909286316;37,142911635028106;36,05433949096043;37,29076005335399
Nowcast_PM10;CIUDAD BOLIVAR;2021;2022;40,52186640047316;23,68200683942235;17281;40,22553026892505;40,81820253202127;40,16875431729228;40,87497848365403;40,05777970242106;40,98595309852526
Nowcast_PM10;CIUDAD BOLIVAR;2021;2023;37,200237547505374;24,613784575470927;29562;36,96475845367243;37,43571664133832;36,91964420513243;37,48083088987832;36,83146667464142;37,56900842036933
Nowcast_PM10;CIUDAD BOLIVAR;2022;2022;44,366285679389215;24,39063729176309;8646;43,93477720420534;44,79779415457309;43,85209472540489;44,88047663337354;43,690469618142465;45,042101740635964
Nowcast_PM10;CIUDAD BOLIVAR;2022;2023;37,4179746307056;25,50567620838194;20927;37,12795336858615;37,70799589282505;37,072388291858495;37,76356096955271;36,9637820356479;37,8721672257633
Nowcast_PM10;CIUDAD BOLIVAR;2023;2023;32,526264075627154;25,136373104962246;12281;32,15314644662623;32,89938170462808;32,081656716132485;32,97087143512182;31,94191772442852;33,11061042682579
Nowcast_PM10;ENGATIVÁ;2020;2020;28,904349169265174;23,10954178571839;10461;28,532668088748707;29,27603024978164;28,461451820063665;29,347246518466683;28,322244519086247;29,4864538194441
Nowcast_PM10;ENGATIVÁ;2020;2021;26,750653101765362;18,748304137501734;32149;26,5786572282731;26,922648975257623;26,545705567266896;26,955600636263828;26,481300533185188;27,020005670345537
Nowcast_PM10;ENGATIVÁ;2020;2022;28,409428938874623;18,355390964447206;49350;28,273517668999443;28,545340208749803;28,247479740107824;28,57137813764142;28,196588601664743;28,622269276084502
