Sintoma_predicho;Variable;Coeficiente;Error_estandar;p_valor;IC_Inferior;IC_Superior;R2_ajustado;RMSE
Congestión_nasal;SO2;0,08225250720789398;0,05455341141132078;0,1350100129069256;-0,02607975615146095;0,19058477056724893;0,28159999432214966;0,156201392165593
Congestión_nasal;O3;-0,0394851989704337;0,03532444068217172;0,26653722097035315;-0,1096325373678417;0,030662139426974315;0,28159999432214966;0,156201392165593
Todos;Intercept;0,4892239211848113;0,14182277868913598;0,0008457981051688421;0,20759198994835892;0,7708558524212636;0,29927848444389316;0,28314136058190503
Todos;C(Estrato)[T.2];-0,11458778999759181;0,09087649262237116;0,2104925435754003;-0,29505049392848126;0,06587491393329764;0,29927848444389316;0,28314136058190503
Todos;C(Estrato)[T.3];-0,11723591858396173;0,09396142818462966;0,21527253882023756;-0,30382469315152405;0,06935285598360061;0,29927848444389316;0,28314136058190503
Todos;C(Estrato)[T.4];-0,06429677094668454;0,11316736822904448;0,571297997358846;-0,2890247361006629;0,16043119420729385;0,29927848444389316;0,28314136058190503
Todos;C(Estrato)[T.5];0,4249430263422847;0,16938704340101238;0,01384858835120744;0,08857392822987964;0,7613121244546898;0,29927848444389316;0,28314136058190503
Todos;C(Estrato)[T.6];0,8150213731800435;0,2017388154274799;0,00010993490871498298;0,4144080674801768;1,2156346788799102;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.BOSA];-0,6518349995812557;0,2731198409944099;0,019028774268399735;-1,1941968753617975;-0,10947312380071383;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.CIUDAD BOLIVAR];-0,47300786580953597;0,23070604466233768;0,04315345035098058;-0,9311443478805547;-0,014871383738517263;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.ENGATIVA];0,13995430467553407;0,1433975646806534;0,3316023128188088;-0,14480483944007996;0,42471344879114814;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.FONTIBON];0,0858857653220593;0,1775829717944344;0,6297800434396563;-0,26675882226425174;0,4385303529083703;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.KENNEDY];-0,04970458204927361;0,2744440785525601;0,8566753123687354;-0,5946961311754151;0,4952869670768678;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.PUENTE ARANDA];-0,028474787938796674;0,1689980245507537;0,8665622659110482;-0,3640713717125433;0,30712179583495;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.SANTA FE];0,28304948892354576;0,282264052642056;0,3185677783043011;-0,27747097893765404;0,8435699567847456;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.SUBA];-0,053482205057772195;0,15636446515874136;0,7330958726146981;-0,36399104366921503;0,25702663355367067;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.USAQUEN];0,17495207898477433;0,1716667025110068;0,31078131770748113;-0,16594397032434766;0,5158481282938963;0,29927848444389316;0,28314136058190503
Todos;C(Localidad)[T.USME];-0,5947238891599496;0,28414278457317543;0,039067613971923716;-1,1589751462986357;-0,03047263202126338;0,29927848444389316;0,28314136058190503
Todos;PM25;0,07109129650100474;0,07548133183775746;0,3487149790430323;-0,07879966921165318;0,22098226221366266;0,29927848444389316;0,28314136058190503
Todos;CO;-0,2231572717136687;0,09796356958800088;0,02501915909528591;-0,41769350594131416;-0,028621037486023237;0,29927848444389316;0,28314136058190503
Todos;SO2;0,23313082706734045;0,0988872564913554;0,02049243941372456;0,036760333711126136;0,42950132042355477;0,29927848444389316;0,28314136058190503
Todos;O3;-0,052912220594046475;0,06403150482770172;0,4107224773317366;-0,18006609905618987;0,07424165786809693;0,29927848444389316;0,28314136058190503
